ab: ab
rapid: rapid
rapidly: rapidly
rapine: rapine
rapture: rapture
rare: rare
rarely: rarely
rash: rash
rashly: rashly
rashness: rashness
rate: rate,rated
ratification: ratification
ratify: ratified,ratify
rational: rational
rationale: rationales
rationally: rationally
rauraci: rauraci
ravage: ravage,ravaged
ravages: ravages
ravenous: ravenous
raw: raw
ray: ray,rays
raze: razed,razing
razor: razor
reach: reach,reached,reaching
read: read,reading,reads
reader: reader,readers
readiness: readiness
reading: reading
readmission: readmission
ready: ready
real: real
reality: reality
realize: realized
rear: rear,reared,rearing
reason: reason,reasons
reasonable: reasonable
reasoner: reasoners
reasoning: reasoning,reasonings
reassemble: reassembled
reb: reb
rebel: rebel,rebels
rebellion: rebellion
rebellious: rebellious
rebuild: rebuild,rebuilding,rebuilt
rebus: rebus
recall: recall,recalled
recantation: recantation
recapitulate: recapitulated,recapitulates
recede: receded,receding
receipt: receipt
receive: receive,received,receives,receiving
receiver: receiver,receivers
reception: reception
recess: recess,recesses
reciprocal: reciprocal
reciprocally: reciprocally
recital: recital
recite: recite,reciting
reckon: reckon,reckoned,reckoning,reckons
reckoning: reckoning
reclaim: reclaim,reclaiming
recluse: recluse
recognize: recognized,recognizes,recognizing
recoil: recoiled
recollect: recollect,recollected
recollection: recollection
recommence: recommenced
recommend: recommend,recommended,recommending,recommends
recommendation: recommendation,recommendations
recommendatory: recommendatory
recompense: recompense
reconcilable: reconcilable
reconcile: reconcile,reconciled,reconciles,reconciling
reconciliation: reconciliation
record: record,recorded,recording,records
recourse: recourse
recover: recovered,recovering
recovery: recovery
recreate: recreate
recruit: recruit,recruited,recruiting,recruits
recta: recta
rectify: rectified
rectitude: rectitude
rector: rector
recueil: recueil
red: red
redeem: redeem,redeemed
redeemer: redeemer
redemand: redemanded
redemption: redemption
redound: redound
reduce: reduce,reduced,reduces,reducing
reduction: reduction
redundant: redundant
reed: reed,reeds
reenforce: reenforced
reenforcement: reenforcement
reestablish: reestablish,reestablished
reestablishment: reestablishment
refer: refer,referred,refers
reference: reference,references
referential: referential
refine: refine,refined,refines
refined: refined
refinement: refinement,refinements
reflect: reflect,reflected,reflecting
reflection: reflection,reflections
reform: reform,reformed,reforming
reformation: reformation
reformer: reformer,reformers
refractory: refractory
refrain: refrain,refrained
refresh: refresh,refreshed
refreshment: refreshment,refreshments
refuge: refuge
refusal: refusal
refuse: refuse,refused,refuses,refusing
refutation: refutation
refute: refute,refuted
regain: regained
regal: regal
regard: regard
regeneration: regeneration
regia: regia
regimen: regimen
regina: regina
region: region,regions
register: register,registered,registers
regius: regius
regnum: regnum
regret: regret,regretted
regular: regular
regularity: regularity
regularly: regularly
regulate: regulate,regulated,regulating
regulation: regulation,regulations
rei: rei
reign: reign,reigned,reigning,reigns
rein: reins
reinstate: reinstated
reiterate: reiterated
reject: reject,rejected,rejecting,rejects
rejection: rejection
rejoice: rejoice,rejoiced,rejoices,rejoicing
reland: reland
relapse: relapse,relapsed
relate: relate,relates,relating
relation: relation,relations
relative: relative
relatum: relatum
relax: relax,relaxed
relaxation: relaxation
relaxed: relaxed
release: release,released
relent: relented
relic: relic,relics
relief: relief
relieve: relieve,relieved,relieving
relig: relig
religio: religio
religion: religion,religions
religious: religious
relinquish: relinquish,relinquished,relinquishing
reluctance: reluctance
reluctant: reluctant
reluctantly: reluctantly
rely: rely
remain: remain,remained,remaining,remains
remainder: remainder
remains: remains
remark: remark,remarked,remarking,remarks
remarkable: remarkable
remarkably: remarkably
remarking: remarking
remarques: remarques
remedy: remedied,remedy
remember: remembered
remembrance: remembrance
remind: remind,reminded,reminding,reminds
remission: remission
remnant: remnant
remonstrance: remonstrance,remonstrances
remorse: remorse
remote: remote
removal: removal
remove: remove,removed,removes,removing
render: render,rendered,rendering,renders
rendering: rendering
rendezvous: rendezvous
renew: renew,renewed
renewal: renewal
renounce: renounce,renounced,renouncing
renown: renown
renowned: renowned
rent: rent
repair: repair,repaired,repairing
repass: repassed
repast: repasts
repay: repay
repeal: repeal,repealed
repeat: repeated,repeating,repeats
repeatedly: repeatedly
repel: repel,repelled,repels
repent: repent,repented
repentance: repentance
repetition: repetition
replace: replaced,replacing
replant: replanted,replanting
replenish: replenished
replete: replete
reply: replied,replies,reply
report: report,reported,reporting,reports
repose: repose,reposed
reprehensible: reprehensible
represent: represent,represented,representing,represents
representation: representation,representations
representative: representative,representatives
repress: repressed
reprieve: reprieve
reprimand: reprimand
reprint: reprinted
reproach: reproach,reproached,reproaches,reproaching
reprobate: reprobates
reproof: reproof,reproofs
reprove: reproved
republic: republic,republics
republican: republican,republicans
repugnant: repugnant
repulse: repulse,repulsed
reputation: reputation
request: request,requested,requesting,requests
require: require,required,requires,requiring
requisition: requisition,requisitions
res: res
rescind: rescinded
rescript: rescript
rescue: rescue,rescued
resemblance: resemblance
resemble: resembles
resent: resented,resenting
resentment: resentment,resentments
reserve: reserve,reserves,reserving
reservoir: reservoir,reservoirs
reside: reside,resided
residence: residence
resign: resign,resigned,resigning
resignation: resignation
resist: resist,resisted,resisting
resistance: resistance
resolute: resolute
resolutely: resolutely
resolution: resolution,resolutions
resolve: resolve,resolved,resolving
resort: resort,resorted
resound: resounded
resource: resource,resources
respect: respect,respected
respectable: respectable
respectful: respectful
respectfully: respectfully
respective: respective
respects: respects
respiration: respiration
respite: respite
resplendent: resplendent
responsa: responsa
response: responses
responsible: responsible
rest: rest,rested,rests
restitution: restitution
restless: restless
restoration: restoration
restore: restore,restored,restores,restoring
restorer: restorer
restrain: restrain,restrained,restraining
restrained: restrained
restraint: restraint,restraints
restriction: restrictions
result: result
resume: resume,resumed
resurrection: resurrection
retailer: retailer
retain: retain,retained,retains
retaliate: retaliate,retaliated
retaliation: retaliation
retard: retard,retarded,retards
retinue: retinue
retire: retire,retired,retiring
retirement: retirement,retirements
retort: retorted
retractation: retractation
retraction: retraction
retreat: retreat,retreated,retreating,retreats
retrieve: retrieved
return: return,returned,returning,returns
reunion: reunion
reunite: reunite,reuniting
reveal: reveal,revealed,reveals
revelation: revelation,revelations
revenge: revenge,revenged
revenue: revenue,revenues
revere: revere,revered,reveres
reverence: reverence,reverenced
reverend: reverend
reverent: reverent
reverse: reversed
revert: reverted
review: review,reviewed
revile: reviled
revise: revise,revised
revisit: revisit
revive: revive,revived
revocation: revocation
revolt: revolt,revolted
revolution: revolution,revolutions
revolve: revolved,revolving
reward: reward,rewarded,rewarding,rewards
rewarding: rewarding
rex: rex
rhadamanthus: rhadamanthus
rhetoric: rhetoric
rhetorical: rhetorical
rhetorician: rhetorician,rhetoricians
rhine: rhine
rib: ribs
rice: rice
rich: rich,richer,richest
richard: richard
riches: riches
richness: richness
ride: rode
ridge: ridge
ridicule: ridicule,ridiculed,ridicules
ridiculous: ridiculous
righteous: righteous
righteousness: righteousness
rightful: rightful
rightly: rightly
rigid: rigid
rigor: rigor
rigorous: rigorous
rigorously: rigorously
ringleader: ringleader
riot: riot
rioter: rioters
riotous: riotous
ripe: ripe
rise: rise,risen,rises,rising,rose
rite: rite,rites
ritual: rituals
rival: rival,rivalled,rivals
river: river,rivers
rivulet: rivulet,rivulets
road: road,roads
roasted: roasted
robber: robber,robbers
robbery: robberies,robbery
robe: robe,robes
robinson: robinson
robust: robust
rock: rock,rocks
rocky: rocky
rod: rods
roebuck: roebuck
roll: roll,rolls
rom: rom
romain: romain
romaines: romaines
roman: roman,romans
romana: romana
romance: romance
romancer: romancer,romancers
romano: romano
rome: rome
romulus: romulus
roof: roof
root: root,rooted
rope: rope,ropes
rose: roses
rostra: rostra
rotterdam: rotterdam
rough: rough
rove: roving
royal: royal
royalty: royalty
rubbish: rubbish
rude: rude
rudely: rudely
rudiment: rudiments
rue: rue
rufus: rufus
ruin: ruin,ruined,ruins
ruinous: ruinous
rule: rule,ruled,rules
ruler: ruler,rulers
ruling: ruling
rum: rum
rumor: rumor,rumors
rupture: rupture
rural: rural
rush: rush,rushed,rushing
russia: russia
russian: russians
rustic: rustic,rustics
sabbath: sabbaths
sabellian: sabellian
sabellianism: sabellianism
sabinian: sabinian
sacerdotal: sacerdotal
sacra: sacra
sacrament: sacrament,sacraments
sacramental: sacramental
sacramentum: sacramentum
sacred: sacred
sacrifice: sacrifice,sacrificed,sacrifices,sacrificing
sacrilege: sacrilege
sacrilegious: sacrilegious
sacrilegiously: sacrilegiously
sad: sad
safe: safe,safer
safeguard: safeguard
safely: safely
safety: safety
sagacious: sagacious
sagacity: sagacity
sage: sage,sages
sagina: sagina
sail: sail,sailed,sails
sailor: sailors
saint: saint,saints
saints: saints
sake: sake
sala: sala
salary: salaries,salary
sale: sale
salian: salian
sally: sallies,sally
salt: salt
salubrious: salubrious
salutary: salutary
salutation: salutations
salute: salute,saluted,saluting
salvation: salvation
samara: samara
samiel: samiel
sancta: sancta
sanctification: sanctification
sanctify: sanctified
sanction: sanction
sanctity: sanctity
sanctuary: sanctuaries,sanctuary
sanctum: sanctum
sand: sand
sandwich: sandwich
sandy: sandy
sane: sane
sanguinary: sanguinary
sanguine: sanguine
sant: sant
sapor: sapor
sappho: sappho
saracens: saracens
sarcasm: sarcasm
sarcastic: sarcastic
sarcina: sarcinas
sardonic: sardonic
sarmatian: sarmatian
sarpedon: sarpedon
sarus: sarus
sassan: sassan
sassanian: sassanian
sat: sat
satan: satan
satiate: satiate,satiated
satire: satire,satires
satirical: satirical
satis: satis
satisfaction: satisfaction
satisfactory: satisfactory
satisfied: satisfied
satisfy: satisfied,satisfies,satisfy,satisfying
satrap: satrap,satraps
satura: satura
saturnal: saturnal
saturnalia: saturnalia
satyr: satyr,satyrs
savage: savage,savages
save: save,saved,saves,saving
savior: savior
savor: savor,savored
saxon: saxon
saxons: saxons
saxony: saxony
scabbard: scabbard
scaffold: scaffold
scale: scale,scaled,scales
scaliger: scaliger
scaly: scaly
scamander: scamander
scandal: scandal,scandals
scandalize: scandalized
scandalous: scandalous
scandinavian: scandinavians
scantiness: scantiness
scanty: scanty
scapula: scapula
scarce: scarcest
scarcely: scarcely
scarcity: scarcity
scatter: scattered,scatters
scattered: scattered
scene: scene,scenes
scenery: scenery
scepsis: scepsis
sceptic: sceptic,sceptics
sceptical: sceptical
scepticism: scepticism
sceptre: sceptre
scheme: schemes
schism: schism
schisma: schisma
schismatic: schismatic,schismatics
schismatical: schismatical
scholar: scholar,scholars
scholastic: scholastic
scholiast: scholiast
school: school,schools
schoolman: schoolmen
schoolmaster: schoolmaster
schoolmen: schoolmen
science: science,sciences
scilicet: scilicet
scoop: scooped
scope: scope
scorch: scorched
scorn: scorn,scorned
scotch: scotch
scotland: scotland
scots: scots
scottish: scottish
scourge: scourge,scourged,scourges,scourging
scrape: scraped
scratcher: scratcher
scribe: scribes
scrinia: scrinia
script: script
scripture: scripture,scriptures
scriptures: scriptures
scroll: scroll
scruple: scruple,scrupled,scruples
scrupulous: scrupulous
scrupulously: scrupulously
scrutinize: scrutinize,scrutinized
sculptor: sculptors
sculpture: sculpture
scuta: scuta
scythe: scythes
scythian: scythian
sea: sea,seas
seal: seal
seaport: seaport
search: search,searched
season: season,seasons
seasonable: seasonable
seasonably: seasonably
seat: seat,seated,seats
sebastian: sebastian
secluded: secluded
seclusion: seclusion
secre: secre
secrecy: secrecy
secret: secret,secrets
secretary: secretaries,secretary
secrete: secreted,secreting
secretly: secretly
secretum: secretum
sect: sect,sects
sectary: sectaries,sectary
secular: secular
secund: secund
secundum: secundum
secundus: secundus
secure: secure,secured,secures,securing
secured: secured
securely: securely
security: security
secus: secus
sed: sed
sedentary: sedentary
sedition: sedition,seditions
seditious: seditious
seduce: seduce,seduced
seduction: seduction
seed: seed,seeds
seek: seek,seeking,sought
seine: seine
seize: seize,seized,seizing
seizure: seizure
seldom: seldom
select: select,selected,selecting,selects
seleucia: seleucia
selfish: selfish
sell: sell,selling,sold
sella: sella
semblance: semblance
semi: semi
semicircular: semicircular
semiramis: semiramis
semper: semper
senate: senate,senates
senator: senator,senators
senatorial: senatorial
senators: senators
send: send,sending
seneca: seneca
seniority: seniority
sensation: sensation,sensations
sense: sense
senseless: senseless
sensibility: sensibility
sensual: sensual
sentence: sentence,sentences
sententia: sententia
sententious: sententious
sentiment: sentiment,sentiments
separate: separate,separated,separates,separating
separately: separately
separation: separation
september: september
sepulchre: sepulchre
sequester: sequestered
sequitur: sequitur
seraglio: seraglio
serapis: serapis
serendib: serendib
sergius: sergius
seric: seric
series: series
sermo: sermo
sermon: sermon,sermons
serpent: serpent,serpents
serpentine: serpentine
serra: serra
servant: servant,servants
serve: serve,served,serves,serving
service: service,services
serviceable: serviceable
servile: servile
servilely: servilely
servility: servility
servitium: servitium
servitude: servitude
servius: servius
servo: servos
session: session
sestertia: sestertia
set: set,sets,setting
settle: settle,settled
settlement: settlement,settlements
settler: settlers
seventeen: seventeen
seventeenth: seventeenth
seventh: seventh
sever: sever
severe: severe,severest
severely: severely
severity: severities,severity
sew: sewed,sewn
sewer: sewers
sex: sex,sexes
sextus: sextus
shade: shade
shades: shades
shadow: shadow
shady: shady
shaft: shafts
shaggy: shaggy
shah: shah
shake: shaken,shaking
shallow: shallow
shalt: shalt
shame: shame
shameful: shameful
shamefully: shamefully
shamelessness: shamelessness
shape: shape,shaped
share: share,shared
sharing: sharing
sharp: sharp
sharpen: sharpened
sharpness: sharpness
shatter: shattering
shave: shave
shaving: shaving
shaw: shaw
sheath: sheath
sheathe: sheathe
sheep: sheep
shelter: shelter,sheltered
shepherd: shepherd,shepherds
shield: shield,shielded,shields
shift: shifting
shilling: shillings
shine: shines,shining,shone
shining: shining
ship: ships
shipboard: shipboard
shipwreck: shipwreck,shipwrecked
shiraz: shiraz
shoal: shoals
shock: shocked
shoe: shoe
shoot: shoot,shot
shop: shop,shops
shore: shore,shores
short: short,shorter
shorten: shortened
shortness: shortness
shot: shot
shoulder: shoulders
shout: shout,shouts
shower: shower
shrine: shrine
shrink: shrunk
shrub: shrubs
shun: shun
shut: shut,shutting
sibyl: sibyl
sibylline: sibylline
sic: sic
sicily: sicily
sick: sick
sickly: sickly
sickness: sickness
sidney: sidney
siege: siege,sieges
sigh: sigh
sight: sight
sign: sign,signed,signs
signa: signa
signal: signal
signalize: signalize,signalized,signalizing
signature: signature
signification: signification
signify: signified,signifies,signify,signifying
silence: silence,silenced,silencing
silent: silent
silentio: silentio
silently: silently
silenus: silenus
silk: silk
silken: silken
silvanus: silvanus
silvas: silvas
silver: silver
simile: simile
similiter: similiter
simon: simon
simony: simony
simple: simple
simplicity: simplicity
simply: simply
simulacra: simulacra
simulacrum: simulacrum
sin: sin,sins
sincerely: sincerely
sincerity: sincerity
sine: sine
sing: sang,singing
singer: singers
singing: singing
single: single,singled
singly: singly
singular: singular
singularly: singularly
sinistra: sinistra
sink: sank,sink,sinking,sinks,sunk
sinking: sinking
sinner: sinner,sinners
sinus: sinus
sion: sion
sir: sir
sister: sister,sisters
sit: sat,sit
siti: siti
situate: situate,situated
situation: situation,situations
sixteen: sixteen
sixteenth: sixteenth
sixth: sixth
sixtus: sixtus
size: size
sketch: sketch,sketches
skilful: skilful
skilfully: skilfully
skill: skill
skilled: skilled
skin: skin,skins
skirmish: skirmish,skirmished
sky: sky
slaughter: slaughter,slaughtered
slave: slave,slaves
slavery: slavery
slay: slain
sleep: sleep,sleeping,slept
slice: slices
slide: slides
slight: slight,slighter,slightest
slip: slipped
slipper: slippers
slippery: slippery
slow: slow,slower
slowly: slowly
slumber: slumber,slumbered,slumbers
smallness: smallness
smear: smeared
smell: smell
smile: smile,smiles,smiling
smith: smith
smoke: smoke,smoked
smoking: smoking
smooth: smooth
smyrna: smyrna
snare: snare,snares
snatch: snatched
snow: snow,snows
sober: sober
sobriety: sobriety
social: social
societe: societe
society: societies,society
socinian: socinian
socrates: socrates
soft: soft,softer
soften: soften,softened,softens
softness: softness
soil: soil
sola: sola
solar: solar
soldier: soldier,soldiers
sole: sole
solely: solely
solemn: solemn
solemnly: solemnly
soli: soli
solicit: solicit,solicited,solicits
solicitation: solicitations
solicitude: solicitude
solid: solid
solido: solido
solitaries: solitaries
solitary: solitary
solitude: solitude,solitudes
solo: solo
solomon: solomon
solstice: solstice
solum: solum
solus: solus
solution: solution,solutions
son: son,sons
song: songs
sonorous: sonorous
sons: sons
soothe: soothe
soothing: soothing
sophia: sophia
sophist: sophist,sophists
sophistry: sophistry
sorbonne: sorbonne
sorcerer: sorcerers
sorcery: sorcery
sordes: sordes
sordid: sordid
sorrow: sorrow
sort: sort,sorts
soul: soul,souls
sound: sound,sounded,soundest,sounds
sour: soured
source: source,sources
south: south
southern: southern
souverain: souverain
sovereign: sovereign,sovereigns
sovereignty: sovereignty
sow: sown
space: space
spacious: spacious
spade: spades
spado: spado
spain: spain
spaniard: spaniard
spaniards: spaniards
spanish: spanish
spare: spare,spared,sparing
sparing: sparing
sparkle: sparkled
sparta: sparta
spartan: spartan
spatium: spatium
speak: speak,speaking,speaks,spoke
speaking: speaking
spear: spears
special: special
specially: specially
specie: specie
species: species
specific: specific
specimen: specimen,specimens
specious: specious
speciously: speciously
spectacle: spectacle
spectacles: spectacles
spectator: spectator,spectators
speculation: speculations
speculative: speculative
speech: speech
speed: speed
speedily: speedily
speedly: speedly
speedy: speedy
spell: spells
spelman: spelman
spencer: spencer
spend: spent
sphere: sphere
spice: spices
spill: spilt
spinning: spinning
spires: spires
spirit: spirit,spirits
spirited: spirited
spiritual: spiritual
spit: spits
spite: spite
splendid: splendid
splendidly: splendidly
splendor: splendor
spoil: spoil,spoils
spontaneous: spontaneous
sport: sport,sports
spot: spot,spots
spotless: spotless
spouse: spouses
spread: spread,spreading,spreads
spring: spring,springs
spumante: spumante
spur: spurred
spurious: spurious
spy: spies,spy
sqq: sqq
squadron: squadrons
square: square,squares
ss: ss
stability: stability
stable: stable,stables
stadia: stadia
stadium: stadia,stadium
staff: staff
stag: stag
stage: stage,stages
stain: stain,stained,stains
stair: stairs
staircase: staircase
stake: stakes
stallion: stallions
stamp: stamping
stanch: stanch
stand: stand,standing,stands,stood
standard: standard,standards
star: stars
starry: starry
stars: stars
start: start,started
startle: startled
starvation: starvation
starve: starve
stated: stated
stately: stately
statement: statement
statesman: statesman,statesmen
station: station,stationed,stations
stationary: stationary
statistics: statistics
statue: statue,statues
stature: stature
statute: statute
steadiness: steadiness
steady: steady
steal: steal,stealing,stolen
steam: steam
steed: steeds
steel: steel
steep: steep
steer: steer,steering
steering: steering
stem: stem
stench: stench
step: step,stepping,steps
stephan: stephan
stephen: stephen
sterling: sterling
stern: stern,sterns
sternly: sternly
steward: steward,stewards
stigma: stigma
stigmatize: stigmatize,stigmatized,stigmatizes
stimulate: stimulate,stimulated
sting: sting,stings
stipend: stipends
stipula: stipula
stipulate: stipulated
stirps: stirps
stock: stock
stoic: stoic
stoics: stoics
stone: stone,stoned,stones
stool: stool
store: store,stored,stores
storm: storm,stormed,storms
story: stories,story
strage: strage
straggle: straggling
straggler: straggler,stragglers
strain: strain,strains
strait: strait,straits
strange: strange
strangely: strangely
stranger: stranger,strangers
strangle: strangled,strangling
stratagem: stratagem,stratagems
stream: stream,streams
streaming: streaming
street: street,streets
strength: strength
strengthen: strengthen,strengthened,strengthening
strenuous: strenuous
strenuously: strenuously
stress: stress
stretch: stretch,stretched
strew: strewed
strict: strict,strictest
strictly: strictly
strictness: strictness
strike: strike,striking,struck
striking: striking
strikingly: strikingly
string: string
strip: stripped
stripe: stripes
strive: strive,strove
stroke: stroke,strokes
strom: strom
strong: strong,stronger,strongest
structure: structure,structures
struggle: struggle,struggled
strymon: strymon
stubborn: stubborn
stubbornness: stubbornness
student: student,students
studia: studia
studio: studio
studious: studious
studiously: studiously
study: studied,studies,study
stuff: stuffs
stumbling: stumbling
stupefy: stupefy
stupendous: stupendous
stupid: stupid
sturdy: sturdy
style: style,styled,styles
subdivide: subdividing
subdue: subdue,subdued
subito: subito
subject: subject,subjected,subjects
sublime: sublime
submission: submission
submissive: submissive
submissively: submissively
submit: submit,submits,submitted,submitting
subordinate: subordinate
subordination: subordination
subscribe: subscribe,subscribed,subscribes,subscribing
subscription: subscriptions
subsequent: subsequent
subsequently: subsequently
subservient: subservient
subside: subsided,subsides
subsidy: subsidies,subsidy
subsist: subsist,subsisted,subsisting,subsists
subsistence: subsistence
substance: substance,substances
substantial: substantial
substantialization: substantialization
substantialize: substantialize
substitute: substitute,substituted,substitutes,substituting
substitution: substitution
subterfuge: subterfuge
subterranean: subterranean
subterraneous: subterraneous
subtile: subtile
subtilis: subtilis
subtilty: subtilty
subtle: subtle
subtlety: subtleties,subtlety
suburb: suburb,suburbs
suburbicarian: suburbicarian
subversion: subversion
subvert: subvert,subverted,subverting
succeed: succeed,succeeded,succeeding,succeeds
success: success
successful: successful
succession: succession
successive: successive
successively: successively
successor: successor,successors
succi: succi
succor: succors
sudden: sudden
suddenly: suddenly
sue: sue,sued
suet: suet
suffer: suffer,suffered,suffering
sufferer: sufferer,sufferers
suffering: sufferings
suffice: suffice,sufficed
sufficient: sufficient
suffocate: suffocated
suffragan: suffragan,suffragans
suffrage: suffrage,suffrages
suggestion: suggestions
sui: sui
suicide: suicide,suicides
suit: suited,suits
suitable: suitable
suited: suited
suitor: suitor
sullen: sullen
sully: sullied,sully
sultan: sultan
sultry: sultry
sum: sum,sums
sumen: sumen
summary: summary
summer: summer,summers
summit: summit
summon: summon,summoned,summoning
summons: summons
sumpter: sumpter
sumptuous: sumptuous
sumptuousness: sumptuousness
sun: sun,suns
sunday: sunday
sunt: sunt
super: super
superavit: superavit
superficial: superficial
superfluity: superfluity
superfluous: superfluous
superindiction: superindiction
superintend: superintending
superintendent: superintendents
superior: superior,superiors
superiority: superiority
supernatural: supernatural
supernumerary: supernumeraries
superscription: superscription
supersede: superseded
superstition: superstition,superstitions
superstitious: superstitious
superstructure: superstructure
supine: supine
supinely: supinely
supper: supper
supplement: supplement
suppliant: suppliant,suppliants
supplicate: supplicated
supplication: supplications
supply: supplied,supplies,supply
support: support,supported,supporting,supports
suppose: suppose,supposed,supposes,supposing
supposition: supposition,suppositions
suppress: suppress,suppressed,suppresses
suppression: suppression
supra: supra
supremacy: supremacy
supreme: supreme
sur: sur
surely: surely
surface: surface
surgeon: surgeons
surmount: surmounted
surname: surname,surnamed
surpass: surpass,surpassed,surpasses
surprisal: surprisal
surprise: surprise,surprised,surprises,surprising
surprised: surprised
surprising: surprising
surprisingly: surprisingly
surrender: surrender,surrendered
surround: surround,surrounded,surrounding
survey: survey,surveyed
surveyor: surveyors
survive: survive,survived,surviving
susceptible: susceptible
suspect: suspect,suspected
suspend: suspend,suspended,suspending
suspense: suspense
suspicion: suspicion,suspicions
suspicious: suspicious
suspiciously: suspiciously
sustain: sustain,sustained,sustains
sustained: sustained
sutler: sutler
suum: suum
swallow: swallowed,swallowing,swallows
swamp: swamps
swarm: swarm,swarms
swarthy: swarthy
sway: sway,swayed
swear: swear,swears,sworn
sweep: swept
sweet: sweet
sweetness: sweetness
swell: swell,swelled
swelling: swelling
swift: swift
swiftly: swiftly
swiftness: swiftness
swim: swam,swim,swims
swimmer: swimmers
swimming: swimming
swine: swine
sword: sword,swords
sycophant: sycophants
syllable: syllables
syllogism: syllogisms
sylva: sylvas
sylvan: sylvan
sym: sym
symbol: symbol,symbols
symmetry: symmetry
sympathy: sympathy
symptom: symptom,symptoms
synagogue: synagogue,synagogues
synchronism: synchronism
synchronize: synchronize
synod: synod,synods
synods: synods
synonymous: synonymous
syr: syr
syria: syria
syriac: syriac
syrian: syrian,syrians
ta: ta
tab: tab
table: table,tables
tableaux: tableaux
tablet: tablets
tacit: tacit
tacitly: tacitly
tail: tails
taint: tainted
tale: tale,tales
talent: talent,talents
talk: talks
tall: tall
talmud: talmud
tam: tam
tame: tame,tamer
tamely: tamely
tanquam: tanquam
tantalus: tantalus
tantum: tantum
taper: tapers
tardy: tardy
tarnish: tarnish
tarsus: tarsus
tartarean: tartarean
task: task
taste: taste,tasted
tattered: tattered
tauric: tauric
taurobolia: taurobolia
taurobolium: taurobolium
taurus: taurus
tavern: taverns
tax: tax,taxes
taxation: taxation
taylor: taylor
te: te
teach: taught,teach,teaching
teacher: teacher,teachers
tear: tear,tearing,tears,tore,torn
technical: technical
tedious: tedious
tem: tem
temper: temper,tempered
temperance: temperance
temperate: temperate
temperately: temperately
temperature: temperature
tempest: tempest
tempestuous: tempestuous
temple: temple,temples
templum: templum
temporal: temporal
temporary: temporary
tempore: tempore
tempt: tempt,tempted
temptation: temptation,temptations
tend: tend,tended
tendency: tendencies,tendency
tender: tender
tenderness: tenderness
tenet: tenets
tenor: tenor
tent: tent,tents
tenth: tenth
tenure: tenure,tenures
term: term,termed,terms
terminalia: terminalia
terminate: terminate,terminated,terminates,terminating
terminus: terminus
terra: terra
terrestrial: terrestrial
terrible: terrible
terrified: terrified
terrify: terrified
territ: territ
territorial: territorial
territory: territories,territory
terror: terror,terrors
testament: testament,testaments
testamentary: testamentary
testify: testified,testifying
testimonies: testimonies
testimony: testimonies,testimony
testis: testes
testor: testor
teutonic: teutonic
textus: textus
thaumaturgus: thaumaturgus
theatre: theatre,theatres
theatrical: theatrical
thebais: thebais
theban: theban
theft: theft,thefts
theism: theism
theodore: theodore
theodoric: theodoric
theodosian: theodosian
theodosianus: theodosianus
theol: theol
theolog: theolog
theologian: theologian,theologians
theological: theological
theology: theology
theophilus: theophilus
theory: theories,theory
theurgic: theurgic
theurgy: theurgy
thinking: thinking
thirst: thirst
thirteen: thirteen
thirteenth: thirteenth
thirtieth: thirtieth
thomas: thomas
thorn: thorns
thracian: thracian
threat: threat,threats
threaten: threaten,threatened,threatening,threatens
threatening: threatening
threefold: threefold
threescore: threescore
threshold: threshold
thrice: thrice
throat: throat,throats
throne: throne,thrones
throng: throng
throw: threw,throw,throwing,thrown
thrust: thrust,thrusting
thule: thule
thunder: thunder,thundered,thundering,thunders
tiara: tiara
tiber: tiber
tiberius: tiberius
tide: tide,tides
tiding: tidings
tie: tie,tied,ties,tying
tiger: tiger
tigre: tigre
tigris: tigris
tile: tiles
tillage: tillage
timber: timber,timbers
time: time,timed,times
timely: timely
timid: timid
timidity: timidity
timorous: timorous
tincture: tinctured
tinge: tinged
tingi: tingi
tinker: tinker
tired: tired
tit: tit
tithe: tithe
title: title,titled,titles
titular: titular
titus: titus
toga: togas
toil: toil,toils
toilsome: toilsome
token: token
tolerable: tolerable
tolerant: tolerant
tolerate: tolerate,tolerated,tolerating
toleration: toleration
tom: tom
tomb: tomb,tombs
tome: tome
ton: tons
tone: tone
tongue: tongue,tongues
tool: tools
topic: topic,topics
topographical: topographical
torch: torches
torment: torment,tormented,tormenting,torments
tormenta: tormenta
torrent: torrent
torrid: torrid
tortoise: tortoise
torture: torture,tortured,tortures
tot: tot
total: total
totally: totally
toto: toto
touch: touch,touched,touching
tour: tour
tours: tours
tout: tout
tow: tow
tower: tower,towered,towers
town: town,towns
trace: trace,traced,traces,tracing
tract: tract,tracts
tractus: tractus
trade: trade,traded,trades
trader: trader
trading: trading
tradition: tradition,traditions
traditional: traditional
tragedy: tragedy
tragic: tragic
tragical: tragical
tragically: tragically
train: train,trained,training,trains
traitor: traitor,traitors
trample: trample,trampled
tranquil: tranquil
tranquility: tranquility
tranquillity: tranquillity
transact: transacted
transaction: transaction,transactions
transcribe: transcribe,transcribed,transcribes,transcribing
transcriber: transcribers
transcript: transcript
transfer: transfer,transferred
transfix: transfixed
transform: transformed
transformation: transformation
transfuse: transfused
transient: transient
transire: transire
transition: transition
transitory: transitory
translate: translate,translated,translates
translation: translation,translations
translator: translator,translators
transmit: transmit,transmitted
transpierce: transpierced
transpire: transpire
transplant: transplanted
transport: transport,transported,transporting,transports
transversal: transversal
trappings: trappings
travel: travelling
traveller: traveller,travellers
travels: travels
