abalone: abalone
seclusion: seclusion
secrecy: secrecy
secret: secret,secrets
secretary: secretary
secrete: secrete,secreted,secretes,secreting
secretion: secretion,secretions
secretive: secretive
secretly: secretly
sector: sector
secure: secure,secured
securely: securely
sedimentation: sedimentation
seed: seed,seeds
seedless: seedless
seek: seek,seeking,sought
seeker: seeker,seekers
seemingly: seemingly
seesaw: seesawed
seethe: seething
seething: seething
seize: seize,seized
seizure: seizure
seldom: seldom
select: selected
selfish: selfish
selfishness: selfishness
selfsame: selfsame
sell: sell,sells,sold
semblance: semblance
semicircle: semicircle
semidarkness: semidarkness
semifluid: semifluid
semiliquid: semiliquid
semiphosphorescent: semiphosphorescent
semispheric: semispheric
send: send,sending,sends
seneca: seneca
senegal: senegal
sensation: sensation,sensations
sense: sense,sensed
sensitive: sensitive
sentence: sentence,sentences
sentinel: sentinels
separate: separate,separated,separates,separating
separately: separately
sepia: sepia
september: september
sequel: sequel
sequence: sequence
sequester: sequestered
serenade: serenade
serene: serene
serenely: serenely
serial: serial
series: series
seriousness: seriousness
serpent: serpent,serpents
serpentine: serpentine
serrano: serrano
servant: servant,servants
serve: serve,served,serves,serving
service: service,services
session: session
sesterce: sesterces
set: set,sets,setting
setback: setbacks
setting: setting,settings
settle: settle,settled,settling
seventeen: seventeen
sever: sever,severed
sextant: sextant
sexto: sexto
shackle: shackle
shad: shad
shade: shade,shaded
shades: shades
shading: shadings
shadow: shadow,shadows
shadows: shadows
shady: shady
shaft: shaft,shafts
shaggy: shaggy
shah: shah
shake: shake,shaken,shaking,shook
shakespeare: shakespeare
shale: shale
shallow: shallow,shallowest
shallows: shallows
shame: shame
shanghai: shanghai
shannon: shannon
shape: shape,shaped,shapes
shaped: shaped
share: share,shared
shark: shark,sharks
sharp: sharp
sharpen: sharpen
sharply: sharply
shatter: shatter,shattered,shatters
shawl: shawl
sheaf: sheaves
shear: shorn
shears: shears
sheath: sheath,sheaths
sheen: sheen
sheep: sheep
sheer: sheer
sheet: sheet,sheets
shelf: shelf,shelves
shellfish: shellfish
shelter: sheltered,shelters
shelve: shelved
shepherd: shepherd
sherlock: sherlock
shetland: shetland
shield: shield,shielded,shields
shift: shift,shifted,shifting
shifting: shifting
shimmer: shimmer
shimmering: shimmering
shine: shine,shines,shining,shone
shiny: shiny
ship: ship,shipped,shipping,ships
shipboard: shipboard
shipowner: shipowner
shipping: shipping
shipside: shipside
shipwreck: shipwreck,shipwrecks
shipwrecked: shipwrecked
shirt: shirts
shiver: shivered,shivering,shivers
shoal: shoal
shock: shock
shod: shod
shoot: shoot,shooting,shoots,shot
shooting: shooting
shore: shore,shores
shoreline: shoreline
short: short
shortage: shortage
shorten: shorten
shot: shot
shoulder: shoulder,shouldered,shoulders
shout: shout,shouted,shouting,shouts
shove: shoved
shower: shower,showering,showers
shred: shred,shredded
shrewd: shrewd,shrewdest
shrewdly: shrewdly
shrimp: shrimp,shrimps
shrink: shrank,shrinking,shrunk
shroud: shrouded,shrouds
shrub: shrubs
shrubbery: shrubbery
shrug: shrug,shrugged,shrugging
shudder: shudder,shuddered
shut: shut,shutting
shutter: shutters
siberia: siberia
siberian: siberian
sicily: sicily
sick: sick
sickle: sickle
sickly: sickly
sickness: sickness
sideboard: sideboards
sidestep: sidestep
sideways: sideways
siege: siege
sierra: sierra
sieve: sieves
sift: sifting
sigh: sigh
sight: sight,sighted,sighting,sights
sighting: sighting
sign: sign,signed,signs
signal: signal,signaled,signaling,signals
significance: significance
silence: silence,silenced
silent: silent
silently: silently
silhouette: silhouette,silhouettes
silica: silica
silk: silk
silken: silken
silkworm: silkworms
silly: silliest,silly
silurian: silurian
silver: silver
silvery: silvery
similarity: similarity
simon: simon
simple: simple,simpler
simply: simply
simultaneous: simultaneous
simultaneously: simultaneously
sin: sin
sincerely: sincerely
sincerity: sincerity
sing: sang
singer: singers
singhalese: singhalese
singing: singing
single: single
sink: sank,sink,sinking,sinks,sunk,sunken
sinker: sinkers
sinking: sinking
siphonula: siphonula
sir: sir
siren: siren
sirenia: sirenia
sirloin: sirloin
sit: sat,sit,sitting
situate: situated
situation: situation
sixteen: sixteen
sixth: sixth
size: size,sizes
sizeable: sizeable
sized: sized
skate: skates
skeleton: skeletons
skelter: skelter
skeptic: skeptics
skeptical: skeptical
skepticism: skepticism
sketch: sketch,sketches,sketching
skewer: skewered
skid: skidding
skiff: skiff
skill: skills
skilled: skilled
skillful: skillful
skillfully: skillfully
skim: skimmed,skimming
skin: skin,skinned,skins
skip: skip
skipper: skippers
skirt: skirted,skirting,skirts
skull: skull
skulled: skulled
sky: skies,sky
skylight: skylight
slab: slabs
slack: slacking
slag: slag
slant: slant,slanting
slantwise: slantwise
slap: slapped
slash: slashed
slate: slate
slaughter: slaughter,slaughtered
slave: slave
slavery: slavery
slavs: slavs
slay: slain,slay,slays
slayer: slayer
slaying: slaying
sleek: sleek
sleep: sleep,sleeping,slept
sleeping: sleeping
sleeve: sleeves
slender: slender,slenderest
slice: slice,sliced,slices
slicing: slicing
slide: slid,slide,sliding
slight: slight,slightest
slim: slim
slime: slime
slimy: slimy
sling: sling,slings
slip: slip,slipped,slipping,slips
slipper: slipper
slippery: slippery
slipup: slipup
slit: slit,slits,slitting
slither: slithered
sloop: sloop,sloops
slope: slope,slopes
slow: slow,slowed,slower
slowly: slowly
slug: slug,slugs
sluggishly: sluggishly
slumber: slumber,slumbered,slumbering
smack: smack
smart: smart,smarter
smash: smash,smashed
smell: smell,smelt
smelter: smelter
smile: smile,smiled,smiling
smith: smith
smithsonian: smithsonian
smoke: smoke,smoked
smoker: smoker
smoking: smoking
smooth: smooth
smother: smother,smothered
snack: snacks
snail: snail,snails
snake: snake,snaked,snakes,snaking
snap: snap,snapped,snapping
snapper: snappers
snare: snares
snarl: snarl,snarls
snatch: snatch,snatched,snatching
sniff: sniffing
snipe: snipe
snipefish: snipefish
snook: snooks
snort: snorts
snout: snout,snouted,snouts
snouted: snouted
snow: snow,snowing
soak: soaked
soap: soap
soapbox: soapbox
soapy: soapy
soar: soared,soaring
sob: sob,sobs
sociable: sociable
social: social
socialism: socialism
society: societies,society
sock: socks
socket: socket
sodium: sodium
soft: soft,softest
soften: softened
softly: softly
soil: soil
solar: solar
solder: solder
soldier: soldier,soldiers
sole: sole,soles
solely: solely
solemn: solemn
solemnly: solemnly
solid: solid
solidarity: solidarity
solidification: solidification
solidify: solidified,solidifies,solidify,solidifying
solidly: solidly
solitary: solitary
solitude: solitude
solomon: solomon
solon: solon
solstice: solstice
solution: solution,solutions
solve: solved
somersault: somersaults
somersaulting: somersaulting
son: son,sons
sonar: sonar
sonority: sonority
sonorous: sonorous
sooner: sooner
soot: soot
soothe: soothe
sooty: sooty
sore: sores
sort: sort,sorting,sorts
sorter: sorters
soul: soul,souls
sound: sound,sounded,sounding,sounds
sounding: soundings
soundless: soundless
soundly: soundly
soup: soup
source: source,sources
sous: sous
south: south
southbound: southbound
southeast: southeast
southeasterly: southeasterly
southeastern: southeastern
southerly: southerly
southern: southern
southernmost: southernmost
southward: southward
southwest: southwest
southwesterly: southwesterly
southwestern: southwestern
sovereign: sovereign
sow: sown
space: space,spaced
spain: spain
spangle: spangled,spangling
spaniards: spaniards
spanish: spanish
spare: spare,spared,spares
sparingly: sparingly
spark: spark,sparks
sparkle: sparkle,sparkled,sparkles,sparkling
sparkling: sparkling
sparrow: sparrow
sparse: sparse
sparta: sparta
sparus: sparus
spasm: spasm,spasms
spatter: spattered
spatula: spatula
speak: speak,speaking,speaks,spoke,spoken
speaking: speaking
spear: spear
special: special
specialist: specialist
specially: specially
species: species
specific: specific
specification: specifications
specimen: specimen,specimens
speck: specks
speckle: speckles
speckled: speckled
spectator: spectator,spectators
spectrum: spectrum
speculation: speculation
speech: speech
speechifying: speechifying
speechless: speechless
speed: sped,speed,speeding,speeds
speedy: speedy
spell: spells
spend: spend,spending,spent
sperm: sperm
spermaceti: spermaceti
spew: spewed
sphere: sphere
spherical: spherical
sphinx: sphinx
spice: spice
spider: spider
spiderweb: spiderweb
spigot: spigot,spigots
spiky: spiky
spill: spilled,spilling
spin: spin,spun
spindle: spindle
spine: spine,spines
spinning: spinning
spiny: spiny
spiral: spiral,spirals
spire: spires
spirit: spirit,spiriting,spirits
spirited: spirited
spirorbis: spirorbis
spit: spit
spite: spite
spitting: spitting
splash: splashed,splashes
splendid: splendid
splendidly: splendidly
splendor: splendors
splice: splice
split: split,splitting
spoil: spoiling,spoils
spokesman: spokesman
sponge: sponge,sponges
spoon: spoon
sporades: sporades
sport: sport,sported,sporting,sports
sporting: sporting
spot: spot,spots,spotted,spotting
spotted: spotted
spout: spout,spouting,spouts
sprawl: sprawled,sprawling
spray: spray,sprayed
spread: spread,spreading,spreads
spring: sprang,spring,springs
springtime: springtime
sprinkle: sprinkled
sprinkled: sprinkled
sprout: sprout,sprouted
spur: spur,spurred,spurring
spurge: spurges
spurn: spurning
spurt: spurt
spy: spied
spyglass: spyglass,spyglasses
spyglasses: spyglasses
squadron: squadron
squall: squall,squalls
squalus: squalus
square: square
squashed: squashed
squat: squat
squeeze: squeeze,squeezed
squid: squid
squirm: squirming
squirrelfish: squirrelfish
stab: stab,stabs
stabilize: stabilizing
stabilizer: stabilizer
stable: stable
stack: stacks
staff: staff
stage: stages
stagger: staggered,staggers
staggering: staggering
stair: stair
staircase: staircases
stake: stake,staked
stalk: stalks
stalklike: stalklike
stalwart: stalwart
stamp: stamped,stamping
stance: stance
stand: stand,standing,stands,stood
standard: standard
standpoint: standpoint,standpoints
star: star,stars
starboard: starboard
starch: starch
stare: stare,stared,stares,staring
starfish: starfish
stark: stark
start: start,started,starting,starts
starting: starting
startle: startle,startled,startles,startling
startled: startled
startling: startling
starvation: starvation
starve: starve
stash: stashing
stateroom: stateroom
static: static
station: stationed
stationary: stationary
statistics: statistics
statue: statues
stature: stature
status: status
stave: stave,staved
stay: stay,stayed,staying
steadily: steadily
steadiness: steadiness
steady: steadier,steady
steak: steaks
steal: steal,stealing,stole
steam: steam,steaming
steamboat: steamboat,steamboats
steamer: steamer,steamers
steamship: steamship
steel: steel
steep: steep,steeper,steepest
steeply: steeply
steer: steer,steered,steering,steers
steering: steering
stellar: stellar
stem: stem,stems
stempost: stempost
step: step,stepped,stepping,steps
stepmother: stepmother
sterile: sterile
stern: stern
sterna: sterna
sternpost: sternpost
stew: stew,stewed,stews
steward: steward
stick: stick,sticking,sticks,stuck
stiff: stiff
stiffen: stiffened
stifle: stifle,stifling
stiltlike: stiltlike
stimulus: stimulus
sting: sting,stings
stinger: stingers
stingray: stingrays
stink: stink
stipple: stippled
stippled: stippled
stir: stir,stirred
stirring: stirring
stirrup: stirrups
stock: stock,stocking
stockbroker: stockbroker
stocking: stockings
stocky: stocky
stoic: stoic
stoke: stoke,stoked,stoking
stoker: stokers
stomach: stomach,stomachs
stone: stone,stoned,stones
stones: stones
stony: stony
stool: stools
stoop: stooped
stopcock: stopcock,stopcocks
stopping: stopping
storage: storage
store: store,stored,stores,storing
storm: storm,storms
storms: storms
stormy: stormy
story: stories,story
storyteller: storytellers
stove: stoves
stow: stow,stowed
stowing: stowing
straddle: straddling
straight: straight,straightest
straighten: straighten,straightened,straightening
strain: strain
strained: strained
strainer: strainer,strainers
strait: strait
strand: strand,stranded,strands
strange: strange,strangest
strangely: strangely
stranger: stranger,strangers
strangle: strangled
strap: strapping,straps
strata: strata
strategy: strategy
straw: straw
stray: stray,strayed,straying
streak: streak,streaked,streaking,streaks
stream: stream,streamed,streams
streaming: streaming
streamlined: streamlined
strength: strength
strengthen: strengthen,strengthened
strenuous: strenuous
stress: stress
stretch: stretch,stretched,stretches,stretching
strew: strewn
striation: striations
stricken: stricken
strict: strict,strictest
strictly: strictly
stride: strides,strode
strike: strike,strikes,striking,struck
string: strings
strip: strip,striped,stripped,stripping,strips
stripe: stripes
striped: striped
stroke: stroke,strokes
stroll: stroll,strolled,strolling,strolls
strong: strong,stronger,strongest
structural: structural
structure: structure
struggle: struggle,struggled,struggles,struggling
stubborn: stubborn
stubbornly: stubbornly
stubbornness: stubbornness
student: student
studio: studio
study: studied,studies,study,studying
stuff: stuff,stuffed
stumble: stumbled
stump: stumps
stun: stunned
stunned: stunned
stupendous: stupendous
stupidly: stupidly
sturdy: sturdy
sturgeon: sturgeon,sturgeons
style: style
stylish: stylish
subbrachian: subbrachian
subclass: subclass,subclasses
subdivide: subdivided
subdivision: subdivision,subdivisions
subdue: subdued
subdued: subdued
subgenera: subgenera
subgenus: subgenus
subgroup: subgroups
subject: subject,subjects
sublieutenant: sublieutenant
sublime: sublime
submarine: submarine
submerge: submerge,submerged,submerging
submergence: submergence
submersible: submersible
submit: submit,submitted,submitting
suborder: suborder
subordinate: subordinate
subpolar: subpolar
subscribe: subscribe
subsequently: subsequently
subside: subsided,subsiding
substance: substance,substances
substantive: substantive
substructure: substructures
subtitle: subtitle
subtle: subtle,subtlest
subtlety: subtleties,subtlety
subtly: subtly
succeed: succeed,succeeded
success: success
succession: succession
successive: successive
successively: successively
succulent: succulent
suck: suck,sucked,sucking
sucker: suckers
suckerfish: suckerfish
suckling: suckling
suction: suction
sudden: sudden
suddenly: suddenly
suez: suez
suffer: suffer,suffered,suffering
suffering: sufferings
suffice: suffice
sufficient: sufficient
suffocate: suffocated,suffocating
sugar: sugar
sui: sui
suicidally: suicidally
suit: suit,suited,suits
suitable: suitable
suitcase: suitcase
sulfate: sulfate
sulfur: sulfur
sulfurous: sulfurous
sullen: sullen
sum: sum
summary: summary
summer: summer
summit: summit,summits
summon: summon,summoned
summons: summons
sumptuous: sumptuous
sun: sun
sunlight: sunlight
sunrise: sunrise,sunrises
sunshine: sunshine
superabundant: superabundant
superb: superb
superhuman: superhuman
superimpose: superimposed
superior: superior,superiors
superiority: superiority
superman: superman
supervise: supervised,supervising
supervision: supervision
supper: supper
supple: supple
supplementary: supplementary
supplier: suppliers
supply: supplied,supplies,supply,supplying
support: support,supported,supporting
supporter: supporters
suppose: suppose,supposed
supposedly: supposedly
supposition: supposition
supreme: supreme
supremely: supremely
surely: surely
surf: surf
surface: surface,surfaced,surfaces
surge: surged,surging
surgeonfish: surgeonfish
surinam: surinam
surpass: surpassed
surplus: surplus
surprise: surprise,surprises
surprised: surprised
surprising: surprising
surprisingly: surprisingly
surrender: surrender,surrendered
surround: surrounded,surrounding,surrounds
surroundings: surroundings
surveillance: surveillance
survey: survey,surveyed,surveying,surveys
survive: survived,surviving
suspect: suspect,suspected
suspend: suspended
suspension: suspension
suspicion: suspicion,suspicions
suspicious: suspicious
sustain: sustain,sustained,sustaining,sustains
sustenance: sustenance
suture: suture,sutures
swallow: swallow,swallowed,swallowing,swallows
swamp: swamped
swarm: swarm,swarmed,swarming,swarms
swathe: swathed
sway: sway,swayed,swaying
swaying: swaying
swear: swear,swearing,swore,sworn
sweat: sweat
sweden: sweden
sweep: sweep,sweeping,sweeps,swept
sweeper: sweepers
sweet: sweet
sweeten: sweetens
swell: swell,swelled,swelling,swells,swollen
swerve: swerved,swerves,swerving
swift: swift,swifter,swiftest
swiftly: swiftly
swiftness: swiftness
swim: swam,swim,swimming
swimmer: swimmer
swimming: swimming
swing: swing,swung
swinging: swinging
swirl: swirl,swirls
swiss: swiss
switch: switch
swivel: swivel
swollen: swollen
swoop: swooped
sword: sword
swordfish: swordfish
sydney: sydney
syllable: syllable
symbolism: symbolism
symbolize: symbolized
symmetrical: symmetrical
symmetry: symmetry
sympathy: sympathy
symptom: symptoms
syria: syria
systematically: systematically
table: table,tables
tableware: tableware
tabloid: tabloids
tacit: tacit
tack: tack,tacked,tacking,tacks
tackle: tackle,tackled
tactic: tactic,tactics
tad: tad
tadpole: tadpole
tag: tag
tahiti: tahiti
tail: tail,tailed,tails
tale: tale,tales
talent: talent,talents
talk: talk,talked,talking
tall: tall,taller
tally: tallies
tan: tan
tangle: tangle,tangled,tangles
tangled: tangled
tangy: tangy
tank: tank,tanks
tantamount: tantamount
tantrum: tantrum,tantrums
tantrums: tantrums
tap: tapped
taper: tapering
tapered: tapered
tapestry: tapestries
tapiro: tapiro
target: target
tart: tart
task: task,tasks
tassel: tassels
taste: taste,tasted,tastes,tasting
tasteless: tasteless
tasty: tastiest,tasty
tat: tat
tattered: tattered
tatters: tatters
tavern: tavern
tax: tax,taxing
tea: tea
teach: taught,teach
teaching: teachings
teakwood: teakwood
team: teamed
tear: tear,tearing,tears,tore,torn
technicolor: technicolor
technology: technologies,technology
teem: teem
teenager: teenager
telegram: telegram,telegrams
telegraph: telegraph,telegraphed
telescope: telescope
telltale: telltale
temper: temper,tempered
temperament: temperament
temperate: temperate
temperature: temperature,temperatures
tempered: tempered
tempest: tempest,tempests
tempests: tempests
temple: temple,temples
temporarily: temporarily
temporary: temporary
tempt: tempt,tempted
temptation: temptations
tenacious: tenacious
tenacity: tenacity
tendency: tendency
tender: tender,tendered,tenders
tenderly: tenderly
tendril: tendrils
tenfold: tenfold
tension: tension
tent: tent
tentacle: tentacle,tentacles
tenth: tenth,tenths
teratological: teratological
term: term,termed,terms
terminology: terminology
tern: terns
terrace: terraces
terrain: terrain
terrestrial: terrestrial
terribly: terribly
terrific: terrific
terrify: terrified
terrifying: terrifying
terrifyingly: terrifyingly
territory: territories,territory
terror: terror
tertio: tertio
testacea: testacea
testify: testified
testimony: testimony
testis: testes
tether: tether
textile: textile
texture: textured,textures
thaddeus: thaddeus
theater: theater,theaters
thee: thee
theory: theories,theory
thereabout: thereabouts
thermometer: thermometer
thermometric: thermometric
thicken: thickened
thicket: thicket,thickets
thickness: thickness
thinker: thinkers
thinking: thinking
thirst: thirsting
thirteen: thirteen
thomas: thomas
thoracic: thoracic
thorax: thorax
thorn: thorns
thoroughfare: thoroughfares
thousandfold: thousandfold
thrash: thrashed,thrashing
thread: thread,threaded,threads
threadlike: threadlike
threat: threat,threats
threaten: threaten,threatened,threatening
threatening: threatening
thresher: thresher
thrill: thrill
thrilling: thrilling
thrive: thrive
throat: throat,throats
throb: throbbed,throbbing
throe: throes
throne: throne
throw: threw,throw,throwing,thrown
thrust: thrust,thrusts
thumb: thumbed,thumbing
thumbnail: thumbnail
thunder: thunder
thunderclap: thunderclaps
thunderstorm: thunderstorms
thwart: thwart,thwarted,thwarts
tidal: tidal
tide: tide,tides
tie: tie,tied,ties
tiered: tiered
tiger: tiger,tigers
tight: tight,tighter
tighten: tighten
tightly: tightly
tightness: tightness
tile: tiles
tiling: tiling
tilled: tilled
tiller: tiller
tilt: tilted
timaeus: timaeus
timber: timber
timberline: timberline
time: time,timed,times
timely: timely
timepiece: timepiece
timetable: timetable
timid: timid
timidly: timidly
timing: timing
timor: timor
tin: tin
tinderbox: tinderbox
tinkle: tinkling
tint: tint,tinted,tints
tinted: tinted
tiny: tiniest,tiny
tipsy: tipsy
tire: tire
tired: tired
tireless: tireless
tirelessly: tirelessly
tiresome: tiresome
tissue: tissue
tit: tit
titanic: titanic
titian: titian
title: title,titles
toad: toad
toadfish: toadfish
toast: toasted
tobacco: tobacco
togetherness: togetherness
toil: toil
toiler: toilers
token: token
tokyo: tokyo
tolerably: tolerably
tolerate: tolerate,tolerating
toll: toll
tomb: tomb
tomorrow: tomorrow
ton: ton,tons
tone: tone
tonga: tonga
tongue: tongue,tongues
tonight: tonight
tonnage: tonnage
tool: tool,tools
tooth: teeth,tooth
toothless: toothless
topaz: topaz
tope: topes
topgallant: topgallant
topic: topic
topmost: topmost
topple: topple,toppled,toppling
topside: topside
torch: torch,torches
tornado: tornadoes
torpedo: torpedo,torpedoes
torpor: torpor
torrent: torrent,torrents
torrential: torrential
torrid: torrid
tortuous: tortuous
torture: torture,tortured
toss: toss,tossed,tossing
total: total,totaling,totals
totality: totality
totally: totally
touch: touch,touched,touching
tough: tough
toughness: toughness
tour: tour
tourist: tourists
tow: tow,towed,towing
tower: towering,towers
towing: towing
town: town,towns
toxic: toxic
trace: trace,traced,traces,tracing
trachyte: trachyte
track: track,tracks
tract: tract,tracts
trade: trade
trader: traders
tradesman: tradesmen
tradition: tradition,traditions
traffic: traffic
trail: trail,trailed,trailing,trails
train: train,trained,trains
traipse: traipse
trait: traits
trajectory: trajectory
trance: trance
tranquil: tranquil
tranquility: tranquility
transaction: transactions
transatlantic: transatlantic
transfer: transfer,transferred
transfigure: transfigured
transfix: transfixed
transform: transformed,transforming
transit: transit
translate: translated
translation: translation
translucency: translucency
translucent: translucent
transmission: transmission
transmit: transmit,transmitted,transmitting
transoceanic: transoceanic
transparency: transparency
transparent: transparent
transplant: transplanted
transport: transport,transporting,transports
transportation: transportation
trap: trap,trapped
trapped: trapped
trappings: trappings
travel: travel,traveled,traveling,travels
traveler: traveler
traveling: traveling
travelog: travelog,travelogs
travels: travels
trawl: trawl
tread: tread,treading,trod
treasure: treasure,treasures
treasury: treasury
treat: treat
treatment: treatment
treaty: treaty
tree: tree,trees
treelike: treelike
trek: trek
trellis: trellis
tremble: tremble,trembled,trembling
tremendous: tremendous
tremendously: tremendously
tremor: tremors
trench: trench
tress: tresses
trial: trial
triangle: triangle
triangular: triangular
tribe: tribes
tribunal: tribunal
trick: trick,tricked,tricks
trickle: trickle
trigger: trigger
triggerfish: triggerfish
trim: trim,trimmed
trinket: trinket
trip: trip,trips
triple: triple,tripled
triton: triton
triumph: triumph,triumphed
triumphant: triumphant
triumphantly: triumphantly
trod: trod
troops: troops
tropic: tropic
tropical: tropical
trouble: trouble,troubled
troubled: troubled
trough: troughs
true: true
truffle: truffles
trumpet: trumpet
trumpetfish: trumpetfish
trunk: trunk,trunks
trunkfish: trunkfish
trust: trust,trusted
truth: truth
tsar: tsar
tsarist: tsarist
tuamotu: tuamotu
tube: tube,tubes
tubifex: tubifex
tubular: tubular
tuff: tuff
tuft: tuft,tufts
tug: tugged
tumble: tumble,tumbled,tumbling
tuna: tuna
tune: tune
tunic: tunic,tunics
tunisia: tunisia
tunnel: tunnel
tur: tur
turban: turban
turbo: turbo
turbot: turbot
turbulent: turbulent
turkey: turkey
turks: turks
turmoil: turmoil
turret: turret
turtle: turtle,turtles
tuscan: tuscan
tusk: tusk,tusks
twentieth: twentieth
twig: twigs
twilight: twilight
twine: twined
twinkle: twinkle,twinkled,twinkling
twist: twist,twisted,twisting
twisting: twisting
twitching: twitching
twofold: twofold
type: type,types
typical: typical
typify: typifies
tyrannical: tyrannical
tyrant: tyrant,tyrants
udder: udders
ugh: ugh
ugly: ugly
uh: uh
ulcer: ulcers
ultimate: ultimate
ultimately: ultimately
ultra: ultra
ultramarine: ultramarine
umbelliferous: umbelliferous
umbellularia: umbellularia
umbrella: umbrella
unabashed: unabashed
unable: unable
unabridged: unabridged
unacceptable: unacceptable
unaccustomed: unaccustomed
unadulterated: unadulterated
unaggressive: unaggressive
unanimous: unanimous
unanimously: unanimously
unappreciated: unappreciated
unattainable: unattainable
unaware: unaware
unballast: unballast
unbearable: unbearable
unbelievable: unbelievable
unblinking: unblinking
unbroken: unbroken
unceasingly: unceasingly
uncertain: uncertain
unchanging: unchanging
uncharted: uncharted
unchecked: unchecked
uncoiled: uncoiled
uncommon: uncommon
uncomplaining: uncomplaining
unconcern: unconcern
unconcerned: unconcerned
unconscious: unconscious
unconsciously: unconsciously
uncontrollable: uncontrollable
uncover: uncovered
undamaged: undamaged
undecided: undecided
undefinable: undefinable
undeniable: undeniable
undeniably: undeniably
underbelly: underbelly
underbrush: underbrush
underfoot: underfoot
undergo: undergo,undergoing
underground: underground
underhanded: underhanded
underlie: underlying
underpinning: underpinning
undersea: undersea
underside: underside,undersides
understand: understand,understood
understandable: understandable
undertake: undertake
undertaking: undertaking
underwater: underwater
undeveloped: undeveloped
undo: undid,undo,undone
undoubtedly: undoubtedly
undreamed: undreamed
undress: undressed
undulate: undulating
undulated: undulated
undulating: undulating
undulation: undulations
undying: undying
unearthly: unearthly
uneasiness: uneasiness
uneasy: uneasy
unemotional: unemotional
unenthusiastic: unenthusiastic
unequal: unequal
uneven: uneven
unevenly: unevenly
unexpected: unexpected
unexpectedly: unexpectedly
unexpectedness: unexpectedness
unexplained: unexplained
unexplored: unexplored
unfair: unfair
unfamiliar: unfamiliar
unfathomable: unfathomable
unfeigned: unfeigned
unfit: unfit
unfixed: unfixed
unflaggingly: unflaggingly
unflappable: unflappable
unflappably: unflappably
unflinching: unflinching
unfold: unfolded
unforeseen: unforeseen
unforgivable: unforgivable
unfortunate: unfortunate
unfurl: unfurled,unfurling
unfurled: unfurled
unguiculata: unguiculata
unheard: unheard
unhinge: unhinged
unicorn: unicorn,unicorns
uniform: uniform
uniformity: uniformity
uniformly: uniformly
unifying: unifying
unimpeachable: unimpeachable
unimportant: unimportant
uninhabited: uninhabited
uninjured: uninjured
unintelligent: unintelligent
unintentionally: unintentionally
uninterested: uninterested
union: union
unique: unique
uniqueness: uniqueness
unison: unison
unit: unit,units
unite: united
united: united
universal: universal
universally: universally
universe: universe
university: university
unjustly: unjustly
unknown: unknown
unleash: unleashed
unlimited: unlimited
unlivable: unlivable
unload: unloading
unloading: unloading
unlock: unlocked,unlocking
unlucky: unlucky
unmatched: unmatched
unmercifully: unmercifully
unmistakable: unmistakable
unnecessary: unnecessary
unpleasant: unpleasant
unpopulated: unpopulated
unprecedented: unprecedented
unpredictability: unpredictability
unpredictable: unpredictable
unpredictably: unpredictably
unprintable: unprintable
unpurse: unpursed
unquestionable: unquestionable
unquestioning: unquestioning
unravel: unravel
unreachable: unreachable
unreasoning: unreasoning
unreel: unreeled,unreeling
unrivaled: unrivaled
unroll: unrolled,unrolling
unruffled: unruffled
unsanitary: unsanitary
unsatisfied: unsatisfied
unscrew: unscrew
unscrewed: unscrewed
unseen: unseen
unshakeable: unshakeable
unshaken: unshaken
unsinkable: unsinkable
unsociable: unsociable
unsolicited: unsolicited
unsolved: unsolved
unstable: unstable
untangle: untangled,untangling
untenable: untenable
unthinkable: unthinkable
untimely: untimely
untold: untold
untroubled: untroubled
unusable: unusable
unusual: unusual
unusually: unusually
unveil: unveil,unveiled
unwilling: unwilling
unwise: unwise
unworkable: unworkable
upbringing: upbringing
upheaval: upheaval,upheavals
upheaving: upheaving
upholster: upholstered
upper: upper
upright: upright
uprising: uprising
uproar: uproar
upset: upset
upshot: upshot
upside: upside
upstage: upstage
upstanding: upstanding
upward: upward
urchin: urchins
urge: urge,urged,urges
urgency: urgency
urgent: urgent
uruguay: uruguay
useless: useless
uselessness: uselessness
usnea: usnea
usual: usual
utensil: utensil,utensils
utilize: utilize
utmost: utmost
utter: utter,uttered
utterly: utterly
vacuum: vacuum,vacuums
vain: vain
vainly: vainly
valiant: valiant
valiantly: valiantly
valley: valley
valuable: valuable
valve: valve,valves
valved: valved
van: van
vanish: vanish,vanished,vanishes,vanishing
vapor: vapor
variation: variations
varied: varied
variety: varieties,variety
variously: variously
varnish: varnish
vary: varied,varying
vast: vast
vastly: vastly
vault: vault,vaults
veal: veal
veer: veered,veering
vegetable: vegetable,vegetables
vegetate: vegetating
vegetation: vegetation
vehemence: vehemence
vehement: vehement
vehemently: vehemently
vehicle: vehicle
veil: veiled
vein: vein,veins
veinlike: veinlike
velocity: velocity
velvet: velvet
venerate: venerated
veneration: veneration
vengeance: vengeance
venice: venice
venison: venison
venom: venom
vent: vent
ventilate: ventilating
ventilation: ventilation
ventilator: ventilators
venture: venture,ventured,ventures,venturing
venturesome: venturesome
venus: venus
verde: verde
verify: verified,verify,verifying
vermin: vermin
veronese: veronese
versa: versa
verse: verse,versed
version: versions
vertebra: vertebrae
vertebrata: vertebrata
vertebrate: vertebrate,vertebrates
vertical: vertical
verticality: verticality
vertically: vertically
verve: verve
vessel: vessel,vessels
vestibule: vestibule
vestment: vestments
vesuvius: vesuvius
vibrate: vibrating
vibration: vibrations
vice: vice
vicinity: vicinity
vicious: vicious
