abandon: abandon,abandons
stow: stow
straggle: straggling
straight: straight
strain: strain,straining,strains
strait: strait,straits
straiten: straiten
strand: strand,strands
strange: strange
stranger: stranger,strangers
strangle: strangling
strap: straps
stratagem: stratagem
strauss: strauss
straw: straw
stray: stray,strays
streak: streak
stream: stream,streaming,streams
streaming: streaming
streams: streams
streamy: streamy
street: street,streets
strength: strength
strengthen: strengthen,strengthened,strengthening,strengthens
strenuous: strenuous
stretch: stretch,stretched,stretches,stretching
strew: strew,strews
strict: strict,strictest
stride: stride,strides,strode
strife: strife
strike: strike,strikes,striking,struck
striker: striker
striking: striking
string: string,strings,strung
strip: strip,stripping,strips
stripling: stripling
strips: strips
stript: stript
strive: strive,strives,striving,strove
strode: strode
stroke: stroke,strokes
strong: strong,stronger,strongest
strook: strook
strow: strow,strows
struck: struck
structure: structure,structures
struggle: struggle,struggling
stubble: stubble
stubborn: stubborn
stuck: stuck
stud: studded,studs
student: student
studious: studious
study: study
stuffing: stuffing
stumble: stumbles
stunning: stunning
stupendous: stupendous
stupid: stupid
stupidity: stupidity
sturdy: sturdy
stygian: stygian
style: style,styled
styptic: styptic
styrian: styrian
styx: styx
subdue: subdue,subdued
subject: subject,subjected,subjects
subjugator: subjugator
sublime: sublime
sublimity: sublimity
submiss: submiss
submission: submission,submissions
submissive: submissive
submit: submit,submits,submitted,submitting
subordinate: subordinate
subscribe: subscribe
subscriber: subscribers
subsequent: subsequent
subsequently: subsequently
subside: subside,subsides
subsidence: subsidence
subsiding: subsiding
subsist: subsisted,subsisting,subsists
subsistence: subsistence
substance: substance
substantial: substantial
substantive: substantive
substitute: substituted,substituting
subtartarean: subtartarean
subterfuge: subterfuge
subtle: subtle
subtlety: subtlety
suburb: suburb
subvert: subverting
succeed: succeed,succeeded,succeeding,succeeds
success: success,successes
successful: successful
succession: succession
successive: successive
successless: successless
succinct: succinct
succour: succour,succours
suck: suck,sucked,sucks
sudden: sudden
suddenly: suddenly
sue: sue,sued,sues
suffer: suffer,suffered,suffering,suffers
suffering: suffering,sufferings
suffice: suffice,sufficed,suffices
sufficient: sufficient
suffrage: suffrage
suicide: suicide
suit: suit,suited,suiting,suits
suitable: suitable
suitor: suitors
sullen: sullen
sulphur: sulphur
sultry: sultry
sum: sum,sums
summarily: summarily
summary: summary
summer: summer
summit: summit,summits
summon: summon,summoned
summons: summons
sumptuous: sumptuous
sun: sun,suns
sunbeam: sunbeam
sung: sung
sunk: sunk
sunshine: sunshine
superb: superb
superinduce: superinduce
superintendence: superintendence
superior: superior,superiors
superiority: superiority
supernatural: supernatural
supernumerary: supernumerary
superstition: superstition,superstitions
superstitious: superstitious
superstructure: superstructure
supine: supine
supper: supper
supple: supple
suppliant: suppliant,suppliants
supplicate: supplicate,supplicates,supplicating
supplication: supplications
supply: supplied,supplies,supply
support: support,supported,supporting
suppose: suppose,supposed,supposes,supposing
supposition: supposition
suppress: suppress
supreme: supreme
supremely: supremely
surcease: surcease
surcharge: surcharged
surely: surely
surface: surface,surfaces
surge: surge,surges,surging
surgeon: surgeons
surgical: surgical
surly: surly
surname: surnames
surpass: surpass,surpassed,surpassing
surprise: surprise,surprised
surprised: surprised
surprising: surprising
surround: surround,surrounded,surrounding,surrounds
survey: survey,surveying,surveys
survive: survive,survived,survives,surviving
suspect: suspect,suspected,suspects
suspend: suspend,suspended,suspends
suspense: suspense
suspicion: suspicion
sustain: sustain,sustained,sustains
sustaining: sustaining
sustenance: sustenance
swain: swain,swains
swallow: swallow,swallowed
swamp: swamp
swan: swans
swarm: swarm,swarming,swarms
swarth: swarths
sway: sway,sways
swear: swear,swore,sworn
sweat: sweat,sweating,sweats
sweating: sweating
sweaty: sweaty
sweep: sweep,sweeping,sweeps,swept
sweeping: sweeping
sweepy: sweepy
sweet: sweet,sweetest,sweets
sweetest: sweetest
sweetness: sweetness
swell: swell,swelled,swelling,swells
swift: swift,swifter,swiftest
swiftest: swiftest
swiftly: swiftly
swiftness: swiftness
swim: swam,swim,swimming,swims
swimming: swimming
swine: swine
swing: swings,swung
swinging: swinging
swoln: swoln
swoon: swoon,swoons
sword: sword,swords
swords: swords
sycamore: sycamore
syllable: syllables
sylvan: sylvan
sylvans: sylvans
symbol: symbols
symbolic: symbolic
symmetry: symmetry
sympathize: sympathized
sympathizer: sympathizers
sympathy: sympathies,sympathy
symptom: symptom,symptoms
synod: synod
synonymous: synonymous
table: table,tables
tablet: tablet,tablets
tacit: tacit
tact: tact
tactic: tactics
tail: tail
taint: tainting,taints
tainted: tainted
tale: tale
talent: talent,talents
talk: talk
tall: tall
talon: talons
tamarisk: tamarisk,tamarisks
tame: tame,tamed
tamely: tamely
tanto: tanto
taper: taper
tardy: tardier,tardy
targe: targe
target: target,targets
tartarean: tartarean
tartarus: tartarus
task: task,tasks
taste: taste,tasted,tastes
tatian: tatian
tatters: tatters
taunt: taunts
taurus: taurus
tawdry: tawdry
tawny: tawny
tax: tax,taxes
taxation: taxation
taylor: taylor
teach: taught,teach
teacher: teacher
team: team,teams
tear: tear,tearing,tears,tore,torn
tearful: tearful
tedious: tedious
tediously: tediously
tedium: tedium
teem: teeming
tela: tela
telamon: telamon
telemachus: telemachus
tempe: tempe
temper: temper,tempered,tempering
temperate: temperate
tempest: tempest,tempesting,tempests
tempestuous: tempestuous
temple: temple,temples
temporary: temporary
tempt: tempt,tempted,tempts
tempting: tempting
tend: tend,tending
tendency: tendencies,tendency
tender: tender,tenderest
tenderness: tenderness
tendon: tendons
teneriffe: teneriffe
tenfold: tenfold
tenor: tenor
tenour: tenour
tent: tent,tents
tented: tented
tenth: tenth
term: term,terms
termination: termination
terra: terra
terrestrial: terrestrial
terrible: terrible
terrific: terrific
terrify: terrifies,terrify
territory: territory
terror: terror,terrors
testament: testament
testify: testifies
testimony: testimonies,testimony
tethys: tethys
teucer: teucer
teucri: teucri
texture: texture,textures
thalia: thalia
thankful: thankful
thankless: thankless
thatch: thatch
theban: theban
thee: thee
theft: theft
theme: theme
themis: themis
thenceforth: thenceforth
theodore: theodore
theophilus: theophilus
theorist: theorists
theory: theories,theory
thersites: thersites
theseus: theseus
thessalian: thessalian
thetis: thetis
thicken: thicken,thickening,thickens
thickening: thickening
thicket: thicket,thickets
thief: thief,thieves
thigh: thigh,thighs
thine: thine
thinking: thinking
thinly: thinly
thirst: thirst,thirsting,thirsts
thirsty: thirsty
thirteen: thirteen
thirteenth: thirteenth
thirtieth: thirtieth
thither: thither
tho: tho
thong: thong,thongs
thoughtful: thoughtful
thoughtless: thoughtless
thracian: thracian
thread: thread
threat: threat,threats
threaten: threaten,threatening,threatens
threatening: threatening
threefold: threefold
threshold: threshold
thrice: thrice
thrift: thrift
thrill: thrill,thrills
thrilling: thrilling
thrive: thrive
throat: throat,throats
throe: throes
throne: throne,thrones
throng: throng,thronging,throngs
throw: threw,throw,thrown,throws
thrust: thrust
thunder: thunder,thundering,thunders
thunderbolt: thunderbolt,thunderbolts
thunderer: thunderer
thundering: thundering
thwart: thwarts
thy: thy
thyestes: thyestes
thyself: thyself
tide: tide,tides
tiding: tidings
tie: tie,tied,ties
tiger: tiger
tim: tim
timber: timber
time: time,timed,times
timely: timely
timorous: timorous
tin: tin
tincture: tincture
ting: ting
tinge: tinged
tinkle: tinkled,tinkling
tire: tire,tired,tires
tired: tired
tiresome: tiresome
tit: tit
titan: titan
titanian: titanian
titans: titans
tithonus: tithonus
title: title,titled,titles
toil: toil,toils
token: token
tolerable: tolerable
tolerably: tolerably
tomb: tomb
tombstone: tombstone
ton: ton
tone: tone
tong: tongs
tongue: tongue,tongues
tooth: teeth,tooth
topmost: topmost
topography: topography
torch: torch,torches
torment: torment
torn: torn
torrent: torrent,torrents
torso: torso
torture: torture,tortures
toss: toss,tosses
total: total
totter: totter,totters
touch: touch,touched,touches,touching
touching: touching
touchstone: touchstone
tough: tough
tow: towed
tower: tower,towering,towers
towering: towering
towers: towers
towery: towery
town: town,towns
townsman: townsman,townsmen
toy: toys
trace: trace,traced,traces
track: track
tract: tract,tracts
trade: trade
trademark: trademark
tradition: tradition,traditions
traditional: traditional
traditionary: traditionary
tragedian: tragedians
tragedy: tragedies,tragedy
tragic: tragic
trail: trail,trails
train: train,trained,trains
traitor: traitor
trample: trampled,tramples,trampling
trampled: trampled
trampling: trampling
trance: trance
tranquillity: tranquillity
transaction: transaction
transcend: transcending,transcends
transcendent: transcendent
transcribe: transcribe
transcript: transcript
transcription: transcription
transfer: transfer,transferred,transfers
transfix: transfix,transfixes
transform: transform
transfuse: transfuse,transfusing
transgress: transgress
transient: transient
transition: transition,transitions
translate: translate,translated,translates,translating
translation: translation,translations
translations: translations
translator: translator,translators
transmission: transmission
transmit: transmitted
transparent: transparent
transpierce: transpierced,transpiercing
transpierced: transpierced
transpiercing: transpiercing
transport: transport,transported,transports
trappings: trappings
travel: travel
traveller: traveller,travellers
travels: travels
traverse: traverse,traversed
treacherous: treacherous
treacherously: treacherously
tread: tread,treads,trod
treasure: treasure,treasured,treasures
treasury: treasury
treat: treat,treated,treats
treatise: treatise
treatment: treatment
treaty: treaties
tree: tree,trees
tremble: tremble,trembled,trembles,trembling
tremendous: tremendous
trench: trench,trenches
trenchant: trenchant
tress: tresses
trial: trial,trials
tribe: tribes
tribunal: tribunal
tributary: tributary
tribute: tribute
trick: trick,tricked
trickle: trickle,trickling
trident: trident
trifle: trifles
trifling: trifling
triple: triple
tripod: tripod,tripods
tristram: tristram
tritonia: tritonia
triumph: triumph,triumphing,triumphs
triumphant: triumphant
triumphantly: triumphantly
trivial: trivial
troad: troad
trod: trod
troilus: troilus
trojan: trojan,trojans
troop: troop
troops: troops
trop: trop
trophy: trophies,trophy
trouble: trouble,troubles
troubled: troubled
troublesome: troublesome
troy: troy
truce: truce
true: true,truest
trumpet: trumpet,trumpets
trunk: trunk,trunks
truss: truss
trust: trust,trusted,trusting,trusts
trustworthy: trustworthy
trusty: trusty
truth: truth,truths
tu: tu
tug: tug,tugging,tugs
tumble: tumble,tumbled,tumbles,tumbling
tumbler: tumblers
tumour: tumours
tumult: tumult,tumults
tumultuous: tumultuous
tune: tune,tuned
tuneful: tuneful
tunic: tunic
tuque: tuque
turbulent: turbulent
turf: turf
turgid: turgid
turret: turret,turrets
turtle: turtle,turtles
tusk: tusks
tusky: tusky
tutor: tutor
twaddling: twaddling
twain: twain
twang: twang,twanging,twangs
twelfth: twelfth
twentieth: twentieth
twilight: twilight
twin: twins
twine: twined
twist: twisting
twisted: twisted
twisting: twisting
tydeus: tydeus
type: type,types
typhon: typhon
tyrant: tyrant,tyrants
tyrian: tyrian
ultimate: ultimate
ulysses: ulysses
umber: umber
umbrage: umbrage
unabated: unabated
unable: unable
unacquainted: unacquainted
unactive: unactive
unadored: unadored
unadorned: unadorned
unaffected: unaffected
unaided: unaided
unalterable: unalterable
unanimated: unanimated
unanimously: unanimously
unappeased: unappeased
unarm: unarm
unassisted: unassisted
unassisting: unassisting
unattended: unattended
unavailing: unavailing
unawed: unawed
unbar: unbar,unbars
unbathed: unbathed
unbecoming: unbecoming
unbend: unbend
unbended: unbended
unbent: unbent
unbid: unbid
unbidden: unbidden
unbless: unbless
unbodied: unbodied
unborn: unborn
unbound: unbound
unbounded: unbounded
unbrace: unbrace,unbraced
unbraced: unbraced
unbroke: unbroke
unbroken: unbroken
unbuckle: unbuckling
unburied: unburied
unceasing: unceasing
uncertain: uncertain
uncertainty: uncertainty
unchangeable: unchangeable
unchanged: unchanged
uncle: uncle
unclose: unclose
unclouded: unclouded
uncomfortable: uncomfortable
uncommon: uncommon
uncommonly: uncommonly
unconfined: unconfined
unconquerable: unconquerable
unconscious: unconscious
unconsciously: unconsciously
uncontrollable: uncontrollable
uncorrupted: uncorrupted
uncover: uncover
undaunted: undaunted
undeceived: undeceived
undefiled: undefiled
undergo: undergo,undergone
underground: underground
undermine: undermine,undermining
understand: understand,understanding,understood
undertake: undertake,undertaken,undertakes
undertaking: undertaking
undeserved: undeserved
undetermined: undetermined
undisciplined: undisciplined
undisfigured: undisfigured
undistinguish: undistinguish
undistinguished: undistinguished
undisturbed: undisturbed
undo: undone
undoubted: undoubted
undoubtedly: undoubtedly
undried: undried
undrossy: undrossy
undulation: undulations
uneducated: uneducated
unemployed: unemployed
unenforceability: unenforceability
unequal: unequal
unequalled: unequalled
unerring: unerring
unexpected: unexpected
unfading: unfading
unfailing: unfailing
unfaithful: unfaithful
unfinish: unfinish
unfit: unfit
unfold: unfold,unfolding,unfolds
unforeseen: unforeseen
unforgiving: unforgiving
unfortified: unfortified
unfortunate: unfortunate
unfreed: unfreed
unfrequent: unfrequent
unfrequently: unfrequently
unfruitful: unfruitful
ungenerous: ungenerous
ungentle: ungentle
ungraceful: ungraceful
ungrateful: ungrateful
unguarded: unguarded
unguent: unguents
unguided: unguided
unhappily: unhappily
unhappy: unhappy
unharness: unharness
unheard: unheard
unheeded: unheeded
unheedful: unheedful
unhelp: unhelp
unhurt: unhurt
uniform: uniform
unimportant: unimportant
uninjured: uninjured
uninspired: uninspired
unintelligible: unintelligible
union: union
unison: unison
unite: unite,united,unites
united: united
unity: unity
universal: universal
universally: universally
university: university
unjust: unjust
unkind: unkind
unkindled: unkindled
unkingly: unkingly
unknow: unknowing
unknowing: unknowing
unknown: unknown
unlawful: unlawful
unlearning: unlearning
unlimited: unlimited
unlink: unlink
unloose: unloosed
unloosed: unloosed
unlucky: unlucky
unmaimed: unmaimed
unman: unmans
unmangled: unmangled
unmanly: unmanly
unmatched: unmatched
unmeasured: unmeasured
unmindful: unmindful
unmix: unmix
unmolested: unmolested
unmoved: unmoved
unnecessary: unnecessary
unnerve: unnerves
unnerved: unnerved
unnumber: unnumber
unobserved: unobserved
unpaid: unpaid
unperceived: unperceived
unpitied: unpitied
unpitying: unpitying
unpopularity: unpopularity
unpractised: unpractised
unprofitably: unprofitably
unprotected: unprotected
unravel: unravel
unreasonable: unreasonable
unregarded: unregarded
unrelenting: unrelenting
unremoved: unremoved
unreproved: unreproved
unresisted: unresisted
unresisting: unresisting
unresolved: unresolved
unrevenged: unrevenged
unrewarded: unrewarded
unrivalled: unrivalled
unroll: unroll
unruly: unruly
unsaid: unsaid
unseal: unseal
unseen: unseen
unsheathed: unsheathed
unskilful: unskilful
unskilfully: unskilfully
unskill: unskill
unsleeping: unsleeping
unsolicited: unsolicited
unstain: unstain
unstrings: unstrings
unsubdued: unsubdued
unsuccessful: unsuccessful
unsuccessfully: unsuccessfully
unsuitable: unsuitable
unsullied: unsullied
unsupported: unsupported
unsuspicious: unsuspicious
untainted: untainted
untaken: untaken
untame: untamed
untamed: untamed
untasted: untasted
untaught: untaught
untenable: untenable
unterrified: unterrified
unthinking: unthinking
unthought: unthought
untie: untie,untied
untimely: untimely
untired: untired
untouch: untouch
untrodden: untrodden
untwine: untwine
unused: unused
unuseful: unuseful
unusual: unusual
unutterable: unutterable
unwarlike: unwarlike
unwary: unwary
unwearied: unwearied
unwelcome: unwelcome
unwept: unwept
unwieldy: unwieldy
unwilling: unwilling
unwise: unwise
unworthy: unworthy
unyoke: unyoke,unyokes
upborne: upborne
upbraid: upbraid,upbraiding,upbraids
update: updated
upheave: upheaved,upheaving
uphold: upheld,uphold
uplift: uplifted,uplifts
upper: upper
uprear: uprear
upright: upright
uprightness: uprightness
uprising: uprising
uproot: uproot,uprooted
uprose: uprose
upspring: upspringing
urge: urge,urged,urges,urging
urgent: urgent
uriel: uriel
urn: urn,urns
usage: usage
useless: useless
user: user
usual: usual
usurp: usurping
usurpation: usurpation
ut: ut
utility: utility
utmost: utmost
utter: utter
utterly: utterly
uttermost: uttermost
vagrant: vagrant,vagrants
vain: vain,vainest
vainly: vainly
vale: vale,vales
vales: vales
valiant: valiant
valley: valley,valleys
valour: valour
valuable: valuable
valve: valves
van: van
vanilla: vanilla
vanish: vanish
vanity: vanities,vanity
vanquish: vanquish,vanquished
vapour: vapour
vapours: vapours
variation: variation,variations
varied: varied
variety: variety
vary: varied,varies,vary,varying
vase: vase,vases
vassal: vassal,vassals
vast: vast,vaster
vault: vault,vaulted,vaults
vaunt: vaunt,vaunting,vaunts
vaunted: vaunted
vaunter: vaunter
vaunting: vaunting
vegetable: vegetable
vehement: vehement
veil: veil,veils
vein: vein,veins
venerable: venerable
venerably: venerably
venerate: venerates
veneration: veneration
venetian: venetian
vengeance: vengeance
vengeful: vengeful
venom: venom
vent: vent,vented,vents
venture: venture
venturous: venturous
venus: venus
ver: ver,vers
verbal: verbal
verdant: verdant
verdure: verdure
verge: verge
vermilion: vermilion
vernal: vernal
verse: verse,verses
versification: versification
version: version,versions
vessel: vessel,vessels
vessels: vessels
vest: vest,vests
vestal: vestals
vesture: vestures
vex: vex
vexation: vexation
vibrate: vibrates
vibration: vibrations
vice: vice,vices
vicious: vicious
vicissitude: vicissitudes
victim: victim,victims
victor: victor,victors
victorious: victorious
victoriously: victoriously
victory: victory
vie: vie,vied
view: view,viewed,viewing,views
viewing: viewing
vigilant: vigilant
vigorous: vigorous
vigour: vigour
vii: vii
viii: viii
vile: vile,vilest
village: village,villages
vindicate: vindicate,vindicates,vindicating
vindictive: vindictive
vine: vine,vines
vineyard: vineyard,vineyards
viny: viny
violate: violated,violates
violence: violence
violent: violent
violet: violet,violets
virgil: virgil
virgin: virgin,virgins
virtue: virtue,virtues
virtuous: virtuous
virulent: virulent
virus: virus
vis: vis
visage: visage
visible: visible
vision: vision
visionary: visionary
visit: visit,visited,visiting
visitor: visitors
visor: visor
vital: vital
vitals: vitals
vivid: vivid
vividness: vividness
vocal: vocal
voice: voice,voices
void: void
voluble: voluble
volume: volume,volumes
voluntary: voluntary
volunteer: volunteer,volunteers
voracious: voracious
vortex: vortex
votary: votaries
vote: vote,voted,votes
vouch: vouch
vouchsafe: vouchsafe,vouchsafed
vow: vow,vowed,vows
vowel: vowels
voyage: voyage
vulcan: vulcan
vulcanian: vulcanian
vulgar: vulgar
vulture: vulture,vultures
wade: wades
waft: waft,wafts
wage: wage,waged
waggon: waggon,waggons
wail: wail,wailing,wails
wain: wain
waist: waist
wait: wait,waited,waiting,waits
waive: waive
wake: wake,waked,wakes,waking
wakeful: wakeful
waken: waken,wakens
walk: walk,walking,walks
wall: wall,walls
walter: walter
wan: wan
wand: wand
wander: wander,wandering,wanders
wanderer: wanderer
wanderings: wanderings
wanton: wanton
war: war,warring,wars
warble: warbling
ward: ward,wards
wardrobe: wardrobe,wardrobes
warfare: warfare
warily: warily
warlike: warlike
warm: warm,warmer,warms
warmth: warmth
warn: warn,warns
warning: warning
warrant: warranting
warranted: warranted
warranty: warranties,warranty
warrior: warrior,warriors
wary: wary
wash: wash,washed
wasp: wasps
waste: waste,wasted,wastes,wasting
wasteful: wasteful
watch: watch,watched
watchful: watchful
watching: watchings
water: water,waters
watery: watery
wave: wave,waved,waves,waving
waver: wavering
waxen: waxen
wayfaring: wayfaring
weak: weak,weaker,weakest
weaken: weakened
weakness: weakness
weal: weal
wealth: wealth
wealthy: wealthy
weapon: weapon,weapons
wear: wear,wears,wore,worn
wearied: wearied
weary: wearied,wearies,weary
weave: weaved,wove
wedge: wedged,wedges
weed: weeds
week: weeks
weep: weep,weeping,weeps,wept
weeping: weeping
weigh: weigh,weighed,weighs
weight: weight,weights
weighty: weighty
welfare: welfare
wert: wert
west: west
western: western
whale: whales
whatsoever: whatsoever
wheat: wheat
wheel: wheel,wheeling,wheels
whelm: whelm,whelming,whelms
whelp: whelps
whensoever: whensoever
wherefore: wherefore
whet: whet
whip: whip
whirl: whirl,whirling,whirls
whirling: whirling
whirlwind: whirlwind,whirlwinds
whisper: whisper,whispered,whispering,whispers
whistle: whistling
white: white
whiten: whiten,whitening,whitens
whiteness: whiteness
whiz: whizzing
whizz: whizz,whizzes
wholesale: wholesale
wholesome: wholesome
wholly: wholly
wide: wide,wider,widest
widespread: widespread
widow: widow
wield: wield,wielded,wields
wife: wife,wives
wild: wild,wilds
wildly: wildly
wildness: wildness
wiles: wiles
wilful: wilful
willed: willed
willingness: willingness
willow: willows
wilt: wilt
win: win,winning,wins
wind: wind,winding,winds,wound
winding: windings
windpipe: windpipe
winds: winds
wine: wine,wines
wing: wing,winged,wings
winged: winged
winning: winning
winnow: winnow,winnows
winter: winter,winters
wintry: wintry
wipe: wipe,wiped
wire: wire
wisdom: wisdom
wise: wise,wiser,wisest
wisely: wisely
wit: wit
withdraw: withdraw,withdrawing,withdrawn,withdraws,withdrew
wither: wither,withering,withers
withhold: withheld,withhold,withholds
withstand: withstand,withstands,withstood
witness: witness,witnessed,witnesses
witty: witty
woe: woe,woes
wolf: wolf,wolves
wolfian: wolfian
woman: woman,women
womankind: womankind
womb: womb,wombs
wonderful: wonderful
wonderfully: wonderfully
wondrous: wondrous
wonted: wonted
woo: woo
wood: wood,woods
wooden: wooden
woodland: woodland
woodman: woodman
woodmen: woodmen
wool: wool
woollen: woollen
woolly: woolly
word: word
wordy: wordy
workman: workman,workmen
workmanship: workmanship
worm: worm,worms
worn: worn
worship: worship,worshipped
worth: worth
worthless: worthless
worthlessness: worthlessness
worthy: worthy
wouldst: wouldst
wound: wound,wounded,wounds
wounded: wounded
wounding: wounding
wounds: wounds
wrack: wrack
wrangle: wrangling
wrap: wrap,wrapped,wraps
wrapt: wrapt
wrath: wrath
wrathful: wrathful
wreak: wreak
wreath: wreath,wreaths
wrench: wrench
wrest: wrest
wrestle: wrestle
wrestler: wrestlers
wrestling: wrestling
wretch: wretch,wretches
wretched: wretched
wretchedness: wretchedness
wring: wrings
wrinkle: wrinkled
wrist: wrist,wrists
writ: writ
write: write,writes,writing,written,wrote
writer: writer,writers
writhe: writhes
writing: writing
writings: writings
wrong: wrong,wronged,wrongs
xi: xi
xii: xii
xiii: xiii
xiv: xiv
xix: xix
xvi: xvi
xvii: xvii
xviii: xviii
xx: xx
xxi: xxi
xxii: xxii
xxiii: xxiii
xxiv: xxiv
xxx: xxx
yard: yards
yawning: yawning
yearly: yearly
yearn: yearn
yellow: yellow,yellower
yew: yew
yield: yield,yielded,yielding,yields
yoke: yoke,yoked,yokes
yoked: yoked
yon: yon
yond: yonder
yonder: yonder
yore: yore
youth: youth,youths
youthful: youthful
zeal: zeal
zenith: zenith
zephyr: zephyr
zeus: zeus
zone: zone,zones
