abandon: abandon,abandoned,abandons
superficial: superficial
superfluity: superfluities,superfluity
superfluous: superfluous
superfluously: superfluously
superintend: superintend
superintendent: superintendent
superior: superior,superiors
supernal: supernal
supernumerary: supernumerary
supersede: supersede
superstition: superstition,superstitions
superstructure: superstructure
supper: supper
supple: supple
suppliant: suppliant
supply: supplied,supply,supplying
support: support,supported,supporting,supports
supporter: supporters
suppose: suppose,supposed,supposing
suppress: suppressed
supreme: supreme
surely: surely
surety: surety
surface: surface,surfaces
surfeit: surfeit
surpass: surpass,surpassed,surpassing
surprise: surprise,surprised
surprised: surprised
surprising: surprising
surround: surround,surrounded,surrounding,surrounds
survey: survey,surveyed,surveying,surveys
surveyor: surveyor
survive: survive,survived
survivor: survivor
suspect: suspect,suspected,suspecting
suspend: suspend,suspended
sustain: sustain,sustained,sustaining,sustains
swaddle: swaddling
swallow: swallow,swallowed,swallows
swamp: swamp,swamps
sward: sward
swarm: swarm,swarmed
swath: swath
sway: swaying
swear: swear
sweat: sweat,sweats
sweden: sweden
sweep: sweep,sweeping,sweeps,swept
sweeping: sweeping
sweet: sweet,sweeter,sweetest
sweeten: sweeten
sweetish: sweetish
sweetness: sweetness
swell: swell,swelled,swelling
swelter: sweltering
swift: swift,swiftest
swim: swam,swim,swimming,swims,swum
swimming: swimming
swine: swine
swing: swing
swoop: swoop
sword: sword
syllable: syllable,syllables
sylvan: sylvan
sylvius: sylvius
symbol: symbol,symbols
sympathetic: sympathetic
sympathize: sympathize,sympathized
sympathy: sympathies,sympathy
synonymous: synonymous
synthetic: synthetic
systematically: systematically
table: table,tables
tablecloth: tablecloth
tack: tack
tackle: tackle,tackled
tadpole: tadpoles
tafferel: tafferel
tail: tail,tails
tailor: tailor,tailors
tailoress: tailoress
taint: taint,tainted,tainting
talaria: talaria
tale: tale,tales
talent: talent
talk: talk,talked,talking,talks
talker: talkers
tall: tall,taller
tallow: tallow
talon: talons
tame: tame
tamely: tamely
tan: tan
tanager: tanager
tangent: tangent
tantivy: tantivy
tap: tapping
tapeworm: tapeworm
tare: tare
target: target
tarn: tarn
tartar: tartar
tartarus: tartarus
tartary: tartary
task: task,tasked
taste: taste,tasted,tastes,tasting
tatters: tatters
tattooing: tattooing
tavern: tavern
tax: tax,taxed,taxes
taxation: taxation
tea: tea
teach: taught,teach,teaches
teacher: teacher
team: team,teams
teamster: teamster
tear: tearing,tears,torn
tearful: tearful
tearless: tearless
tedium: tedium
teem: teem
telegraph: telegraph
telescope: telescope
temper: tempered
temperament: temperament
temperance: temperance
temperate: temperate
temperately: temperately
temperature: temperature
tempest: tempest,tempests
tempestuous: tempestuous
temple: temple,temples
temporal: temporal
temporary: temporary
tempt: tempt,tempted,tempts
tenant: tenant
tend: tended,tending
tendency: tendencies
tender: tender
tenderly: tenderly
tenderness: tenderness
tendril: tendrils
tenement: tenement
tenon: tenoned
tent: tent,tents
tenth: tenth,tenths
tenure: tenure
term: term,terms
terminate: terminated,terminating
terminus: terminus
ternate: ternate
terra: terra
terrestrial: terrestrial
terrible: terrible
terribly: terribly
terrific: terrific
terrify: terrified
territory: territory
terror: terror
testament: testament
testify: testified
tether: tethered
tetrao: tetrao
texas: texas
texture: texture
thallus: thalluses
thankful: thankful
thanksgivings: thanksgivings
thaw: thaw,thawing
thawing: thawing
theatre: theatre
theatrical: theatrical
thee: thee
theme: theme,themes
theoretically: theoretically
theory: theory
therefor: therefor
thermometer: thermometer
theseus: theseus
thief: thief,thieves
thieving: thieving
thimble: thimble
thinker: thinkers
thinking: thinking
thinly: thinly
thirst: thirst
thirsty: thirsty
thirteen: thirteen
thistle: thistle
thither: thither
thitherward: thitherward
thor: thor
thoughtfully: thoughtfully
thoughtless: thoughtless
thousandth: thousandth
thrasher: thrasher
thread: thread,threaded,threading,threads
threat: threat
threaten: threaten,threatened,threatening,threatens
threescore: threescore
threnody: threnodies
threshing: threshing
thrice: thrice
thrifty: thrifty
thrill: thrill,thrilled,thrills
thrilling: thrilling
thrive: thrive,thrived
throat: throat,throats
throe: throes
throw: threw,throw,throwing,thrown
thrush: thrush
thrust: thrust,thrusting
thumb: thumb
thump: thump
thunder: thunder,thundered,thundering,thunders
thunderbolt: thunderbolt
thundering: thundering
thy: thy
thyself: thyself
tick: ticks
ticket: ticket
ticking: ticking
tickle: tickled
tid: tid
tide: tide,tides
tidy: tidy
tie: tie,tied,tying
tiger: tiger
tight: tight,tighter
tigris: tigris
tile: tiles
tillage: tillage
timber: timber,timbers
time: time,times
times: times
timid: timid
timidly: timidly
tin: tin
tinder: tinder
tinge: tinge,tinged,tinges,tinging
tinker: tinker,tinkering
tinkle: tinkled,tinkling
tinkling: tinkling
tint: tint,tints
tinted: tinted
tintinnabulum: tintinnabulum
tiptoe: tiptoe
tired: tired
tissue: tissue
tit: tit
titanic: titanic
title: title,titles
tittle: tittle
toad: toad,toads
tobacco: tobacco
toe: toe,toes
toil: toil,toiling
toilet: toilet
tol: tol
tolerable: tolerable
tolerate: tolerate,tolerated,tolerates
tom: tom
tomb: tomb,tombs
tomorrow: tomorrow
ton: tons
tone: tone
tong: tongs
tongue: tongue,tongues
tonic: tonic
tonight: tonight
tool: tool,tools
tooth: teeth,tooth
topmost: topmost
topographical: topographical
topple: topple
torch: torch
tormentor: tormentors
torpid: torpid
torrent: torrent
torrid: torrid
tortoise: tortoise,tortoises
torture: torture
toss: toss,tossed
total: total
totanus: totanus
totem: totem
totter: tottering
touch: touch,touched,touches,touching
tough: tough
toughness: toughness
tour: tour
tower: towered,towers
towers: towers
town: town,towns
townsfolk: townsfolk
township: township
townsman: townsman,townsmen
townsmen: townsmen
toy: toys
trace: trace,traced,traces
track: track,tracks
tract: tracts
trade: trade,trades
trader: trader,traders
tradesman: tradesmen
tradition: tradition,traditions
tragedy: tragedies,tragedy
tragic: tragic
trail: trail,trailing
train: train,trains
trainer: trainers
training: training
tramp: tramp,tramped
tranquil: tranquil
tranquillity: tranquillity
transact: transact
transcend: transcends
transcendent: transcendent
transcript: transcript
transfer: transfer,transferred
transfix: transfixes
transform: transformed
transformation: transformation
transgress: transgress,transgressed
transgression: transgressions
transient: transient
transitory: transitory
translate: translate,translated,translates
translation: translation,translations
transmigration: transmigration
transmit: transmit,transmitted
transmute: transmute
transparency: transparency
transparent: transparent
transpire: transpire
transport: transported
transportation: transportation
transverse: transverse
trap: trap,traps
trapper: trapper
trappings: trappings
travel: travel,travelled,travelling,travels
traveler: traveler
traveller: traveller,travellers
travels: travels
treacherously: treacherously
tread: tread,trod
treasure: treasure,treasures
treasured: treasured
treasury: treasury
treat: treat,treated,treating,treats
tree: tree,trees
treed: treed
tremble: tremble,trembles,trembling
tremendous: tremendous
tremulous: tremulous
trench: trenches
trend: trend
trespass: trespass
trespasser: trespassers
tress: tresses
tret: tret
trial: trial
triangle: triangles
tribe: tribe,tribes
tribute: tribute
trick: tricks
trickle: trickling
trifle: trifle,trifles,trifling
trifler: trifler
trifling: trifling
trig: trig
trigonometrical: trigonometrical
trill: trill,trilled
trim: trim
trimming: trimmings
trinity: trinity
trip: tripped
trivial: trivial
trivialness: trivialness
trod: trod
trodden: trodden
trojan: trojan,trojans
troop: troop
trope: trope,tropes
trophy: trophies,trophy
tropic: tropic
tropical: tropical
trot: trot,trots,trotting
trotter: trotters
trouble: trouble,troubled
trough: trough
trousers: trousers
trout: trout
trowel: trowel,trowels
troy: troy
truce: truce
true: true,truer
trump: trump
trumpery: trumpery
trumpet: trumpet,trumpeted,trumpets
trunk: trunk,trunks
trust: trust,trusted,trusting
trustworthy: trustworthy
truth: truth,truths
truthfulness: truthfulness
tu: tu
tub: tub,tubs
tube: tube
tuber: tuber
tuck: tuck,tucked
tuition: tuition
tumble: tumbled,tumbling
tumbler: tumbler
tumbling: tumblings
tumid: tumid
tumult: tumult
tumultuous: tumultuous
tune: tune
tunnel: tunnel
turdus: turdus
turf: turf
turkey: turkey
turkish: turkish
turnip: turnip,turnips
turnout: turnout
turtle: turtle,turtles
tusk: tusks
twang: twang
twig: twig,twigs
twiggy: twiggy
twilight: twilight
twin: twin
twinkle: twinkle,twinkling
twist: twist
twitter: twittering
type: type,types
typical: typical
tyranny: tyranny
tyrant: tyrant
ubi: ubi
ugly: ugly
ulysses: ulysses
umbel: umbels
umbilicaria: umbilicaria
umbrageous: umbrageous
umbrella: umbrellas
unable: unable
unaccountable: unaccountable
unaccountably: unaccountably
unalterable: unalterable
unarmed: unarmed
unbeliever: unbelievers
unblushingly: unblushingly
unbroken: unbroken
uncertain: uncertain
uncertainty: uncertainties,uncertainty
unchanged: unchanged
unchronicled: unchronicled
uncle: uncle,uncles
unclean: unclean
uncleanness: uncleanness
uncleansed: uncleansed
uncommitted: uncommitted
uncommon: uncommon
uncommonly: uncommonly
unconcerned: unconcerned
unconscious: unconscious
unconsciously: unconsciously
uncorrected: uncorrected
uncultivated: uncultivated
undeceived: undeceived
undefined: undefined
underbred: underbred
undergo: undergoing,underwent
underlie: underlie
underside: underside
undersized: undersized
understand: understand,understood
understanding: understanding,understandings
understandingly: understandingly
undertake: undertake,undertaken,undertook
undertaking: undertaking
underwriter: underwriter
undeveloped: undeveloped
undiluted: undiluted
undiscovered: undiscovered
undistinguishable: undistinguishable
undisturbed: undisturbed
undo: undone
undoubted: undoubted
undoubtedly: undoubtedly
undue: undue
undulated: undulated
undulating: undulating
undulation: undulation,undulations
undusted: undusted
unearthly: unearthly
uneasy: uneasy
unelastic: unelastic
unendurable: unendurable
unequal: unequal
unequalled: unequalled
uneven: uneven
unexhausted: unexhausted
unexpected: unexpected
unexpectedly: unexpectedly
unexplorable: unexplorable
unexplored: unexplored
unfathomable: unfathomable
unfathomed: unfathomed
unfenced: unfenced
unfinished: unfinished
unfledged: unfledged
unfold: unfold,unfolding
unfortunate: unfortunate
unfrequented: unfrequented
ungainly: ungainly
unhealthy: unhealthy
unhesitatingly: unhesitatingly
unhurried: unhurried
uniform: uniform
unimaginable: unimaginable
unimpaired: unimpaired
unimproved: unimproved
uninhabited: uninhabited
uninstructive: uninstructive
unintended: unintended
uninterrupted: uninterrupted
uninterruptedly: uninterruptedly
unio: unio
union: union
unite: united
united: united
universal: universal
universally: universally
universe: universe
university: universities,university
unjust: unjust
unjustly: unjustly
unkempt: unkempt
unknown: unknown
unleavened: unleavened
unlimited: unlimited
unlucky: unlucky
unmarked: unmarked
unmerchantable: unmerchantable
unmistakable: unmistakable
unmixed: unmixed
unmolested: unmolested
unmoral: unmoral
unmusical: unmusical
unnatural: unnatural
unnaturally: unnaturally
unnecessary: unnecessary
unobscure: unobscured
unobserved: unobserved
unobstructed: unobstructed
unoccupied: unoccupied
unpatched: unpatched
unplastered: unplastered
unpleasant: unpleasant
unpleasantly: unpleasantly
unprepared: unprepared
unpretending: unpretending
unprincipled: unprincipled
unprofaned: unprofaned
unprofitable: unprofitable
unquestionable: unquestionable
unquestionably: unquestionably
unreasonable: unreasonable
unrelaxed: unrelaxed
unremembered: unremembered
unrepentant: unrepentant
unrestrained: unrestrained
unroof: unroofed,unroofs
unruffled: unruffled
unsatisfied: unsatisfied
unscrupulous: unscrupulous
unsophisticated: unsophisticated
unspeakable: unspeakable
unspeakably: unspeakably
unsuitable: unsuitable
unsurveyed: unsurveyed
unsuspected: unsuspected
unsuspecting: unsuspecting
untenable: untenable
untimely: untimely
untold: untold
untried: untried
unusual: unusual
unusually: unusually
unutterable: unutterable
unweariable: unweariable
unwearied: unwearied
unweariedly: unweariedly
unwieldy: unwieldy
unwilling: unwilling
unwillingly: unwillingly
unwise: unwise
unwittingly: unwittingly
upland: upland,uplands
upper: upper
upright: upright
uprightness: uprightness
upset: upset
upward: upward
urge: urged
urgent: urgent
urine: urine
urn: urn
useless: useless
usher: usher,ushered
usnea: usnea
usual: usual
utensil: utensils
uti: uti
utilitarian: utilitarian
utility: utility
utmost: utmost
utopian: utopian
utter: utter,uttered
vacancy: vacancies
vacate: vacate
vacation: vacation
vagabond: vagabond
vague: vague
vaguely: vaguely
vain: vain
vainly: vainly
vale: vale,vales
valet: valet
valhalla: valhalla
valiant: valiant
valid: valid
valley: valley,valleys
valor: valor
valuable: valuable
vanish: vanish
vanity: vanity
vantage: vantage
vapor: vapor,vapors
vaporous: vaporous
variation: variation
varied: varied
variety: varieties,variety
variously: variously
vary: varies,vary
vase: vase
vast: vast,vaster
vastness: vastness
vault: vaults
veer: veer
veery: veery
vegetable: vegetable,vegetables
vegetate: vegetate
vegetation: vegetation
veil: veil,veils
veiling: veiling
vein: vein,veins
velocity: velocity
velvet: velvet
velvety: velvety
venerable: venerable
venetian: venetian
venison: venison
venture: venture,ventured,ventures,venturing
verdure: verdure
verge: verge
vermin: vermin
vermont: vermont
verse: verse,verses
versicolor: versicolor
vert: vert
vertical: vertical
vertically: vertically
vespers: vespers
vessel: vessel,vessels
vest: vest
vestal: vestal
veto: veto
vex: vexed
vexing: vexing
vial: vials
viand: viand
vibration: vibration
vibratory: vibratory
vicar: vicars
vice: vice,vices
vicinity: vicinity
victorious: victorious
victory: victory
victualling: victualling
view: view,viewed,views
vigilant: vigilant
vigor: vigor
vigorous: vigorous
vile: vilest
villa: villa,villas
village: village,villages
villager: villager,villagers
vine: vine,vines
vinegar: vinegar
vineyard: vineyards
vintage: vintage
violence: violence
violent: violent
violet: violet
virgil: virgil
virgin: virgin
virid: virid
virile: virile
virtually: virtually
virtue: virtue,virtues
virtuous: virtuous
virtuti: virtuti
virus: virus
vishnu: vishnu
visible: visible
vision: vision,visions
visit: visit,visited,visits
visitation: visitation
visitor: visitor,visitors
visitors: visitors
vista: vista,vistas
vital: vital,vitals
vitality: vitality
vitally: vitally
vitals: vitals
vitiate: vitiated
vitreous: vitreous
vivacious: vivacious
vivid: vivid
vocal: vocal
vocation: vocation
voice: voice,voices
void: void
volatile: volatile
volume: volume,volumes
voluntarily: voluntarily
voluntary: voluntary
voluptuous: voluptuous
voracious: voracious
voraciously: voraciously
vote: vote,votes,voting
voter: voters
voting: voting
voyage: voyage,voyages
voyaging: voyaging
vulcan: vulcan
vulgar: vulgar
vulpine: vulpine
vulture: vulture
wade: wade,waded,wading
wader: wader
waft: wafted
wager: wager
wages: wages
wagon: wagon,wagons
waif: waifs
wail: wailing
wainscot: wainscot
wait: wait,waited,waiting
waiter: waiters
waive: waive
wake: wake,waked,wakes,waking
wakeful: wakeful
waldenses: waldenses
walk: walk,walked,walking,walks
walking: walking
wall: wall,walls
walled: walled
walnut: walnut,walnuts
wand: wand
wander: wander,wandered,wandering
wanderer: wanderer
wanderings: wanderings
wantonly: wantonly
war: war,wars
warble: warble
warden: warden
wardrobe: wardrobe
ware: ware
warehouse: warehouse
wares: wares
warily: warily
warm: warm,warmed,warmer,warmest,warms
warming: warming
warmth: warmth
warn: warn,warned,warning
warning: warning
warp: warp
warped: warped
warrant: warrant
warrior: warrior
wash: wash,washed
washing: washing
washington: washington
wasp: wasps
wassailer: wassailers
wast: wast
waste: waste,wasted,wasting
watch: watch,watched,watching
watchman: watchmen
water: water,watered,waters
waterlogged: waterlogged
waterloggedness: waterloggedness
waterloo: waterloo
watermelon: watermelon
watery: watery
wave: wave,waved,waves,waving
waveless: waveless
wavy: wavy
wax: waxed
waxen: waxen
waxwork: waxwork
wayland: wayland
weak: weak
weakness: weakness
wealth: wealth
wealthy: wealthy
weapon: weapon
wear: wear,wearing,wears,wore,worn
wearer: wearer
wearisome: wearisome
weary: weary
weather: weather,weathered,weathers
weathercock: weathercock,weathercocks
weave: weave,weaves,woven
weaving: weaving
webster: webster
wedge: wedge
wee: wee
weed: weed,weeding,weeds
weedy: weedy
week: week,weeks
weevil: weevil
wei: wei
weigh: weigh,weighed,weighing
weight: weight
weighty: weighty
wen: wen
wend: wending
west: west
westerly: westerly
western: western
westward: westward
wet: wet
wether: wether
whang: whang
wharf: wharf
whatsoever: whatsoever
wheat: wheat
wheaten: wheaten
wheel: wheel,wheeled
wheelbarrow: wheelbarrow
whereabouts: whereabouts
whereon: whereon
whet: whetted
whimsical: whimsical
whippoorwill: whippoorwill,whippoorwills
whir: whir,whirring
whirl: whirled
whirled: whirled
whirlpool: whirlpool
whirlwind: whirlwind
whisper: whisper,whispered,whispering
whistle: whistle,whistles,whistling
whit: whit
white: white,whiter,whitest
whiteness: whiteness
whitewash: whitewashed
whitish: whitish
whittle: whittled
whittling: whittlings
whiz: whizzing
wholesome: wholesome
wholesomer: wholesomer
wholly: wholly
whoop: whoop
whooping: whooping
wide: wide,wider,widest
widen: widen,widens
widow: widowed,widows
wife: wife
wigwam: wigwam,wigwams
wild: wild,wilder
wilder: wilder
wilderness: wilderness
wildest: wildest
wildly: wildly
wildness: wildness
willed: willed
william: william
willingly: willingly
willow: willow,willows
wind: wind,winded,winding,winds
window: window,windows
windy: windy
wine: wine,wines
wing: wing,winged,wings
winged: winged
winkle: winkles
winnow: winnowed
winnowing: winnowing
winslow: winslow
winter: winter,winters
wintry: wintry
wipe: wipe
wiry: wiry
wisdom: wisdom
wise: wise,wiser,wisest
wiseacre: wiseacre
wisely: wisely
wiser: wiser
wiss: wiss
wit: wit,wits
witch: witches
withal: withal
withdraw: withdraw,withdrawing,withdrawn,withdraws,withdrew
withe: withe
wither: withered
withered: withered
withstand: withstood
witness: witness,witnessed,witnessing
witted: witted
wolf: wolf
wolfish: wolfish
woman: woman,women
wonderful: wonderful
wonderfully: wonderfully
wonted: wonted
wood: wood,woods
woodchopper: woodchopper
woodchuck: woodchuck,woodchucks
woodcock: woodcocks
woodcraft: woodcraft
woodcutter: woodcutters
wooded: wooded
wooden: wooden
woodenness: woodenness
woodland: woodland
woodlot: woodlot
woodman: woodman
woodpecker: woodpecker,woodpeckers
woods: woods
wool: wool
woollen: woollen
word: word
wordy: wordy
workhouse: workhouse
workman: workman,workmen
workshop: workshop
worldly: worldly
worm: worm,worms
wormwood: wormwood
wormy: wormy
worn: worn
worry: worry
worship: worship,worships
worshipper: worshipper
worth: worth
worthily: worthily
worthless: worthless
worthy: worthier,worthies,worthiest,worthy
wound: wound,wounded,wounds
wow: wow
wrap: wrapped,wrapping
wrath: wrath
wreath: wreath,wreaths
wreck: wreck,wrecked,wrecks
wrest: wrested
wrestle: wrestled
wretch: wretch
wretchedness: wretchedness
wrinkle: wrinkle,wrinkled
write: write,writes,writing,written,wrote
writer: writer,writers
writing: writing
writings: writings
written: written
wrong: wrong,wrongs
yankee: yankee
yankees: yankees
yard: yard,yarded,yards
yawn: yawned
yearning: yearning
yeast: yeast
yellow: yellow
yellowish: yellowish
yellowstone: yellowstone
yelp: yelp
yesterday: yesterday
yield: yield,yielded,yielding,yields
yonder: yonder
yore: yore
york: york
youth: youth,youths
youthful: youthful
zag: zag
zanzibar: zanzibar
zephyr: zephyr,zephyrs
zig: zig
zoroaster: zoroaster
